t_rel_s,t_unix,GR07_temp_c,GR07_sem_c,GR07_rate_hz,GR07_events,GR06_temp_c,GR06_sem_c,GR06_rate_hz,GR06_events,capture
64.871194,1785530273.227927,23.60503,0.00972,914029.0548,15538,23.73578,0.07234,141884.8165,72,10
64.888194,1785530273.244927,23.61617,0.00972,914063.3682,15539,23.76881,0.07285,141900.6032,71,10
64.905194,1785530273.261927,23.61760,0.00972,914067.7664,15539,23.77826,0.07285,141905.1191,71,10
64.922194,1785530273.278927,23.61046,0.00972,914045.7688,15538,23.68808,0.07285,141862.0182,71,10
64.939194,1785530273.295927,23.61201,0.00972,914050.5423,15539,23.67404,0.07285,141855.3082,71,10
64.956194,1785530273.312927,23.61606,0.00972,914063.0232,15539,23.94455,0.07285,141984.5895,71,10
64.973194,1785530273.329927,23.63399,0.00972,914118.2433,15540,23.92566,0.07285,141975.5631,71,10
64.990194,1785530273.346927,23.63056,0.00972,914107.6905,15539,23.64199,0.07234,141839.9946,72,10
65.007194,1785530273.363927,23.62587,0.00972,914093.2320,15540,23.71680,0.07285,141875.7464,71,10
65.024194,1785530273.380927,23.63070,0.00972,914108.1160,15539,23.89255,0.07285,141959.7388,71,10
65.041194,1785530273.397927,23.64967,0.00972,914166.5501,15541,24.11584,0.07285,142066.4509,71,10
65.058194,1785530273.414927,23.62878,0.00972,914102.2023,15539,23.93559,0.07285,141980.3055,71,10
65.075194,1785530273.431927,23.61703,0.00972,914066.0145,15539,24.00647,0.07285,142014.1837,71,10
65.092194,1785530273.448927,23.64013,0.00972,914137.1801,15540,23.93529,0.07285,141980.1617,71,10
65.109194,1785530273.465927,23.62957,0.00972,914104.6522,15540,23.80575,0.07234,141918.2549,72,10
65.126194,1785530273.482927,23.64015,0.00972,914137.2175,15540,23.92139,0.07285,141973.5189,71,10
65.143194,1785530273.499927,23.62466,0.00972,914089.5107,15539,23.87845,0.07285,141952.9973,71,10
65.160194,1785530273.516927,23.62230,0.00972,914082.2583,15539,23.73576,0.07285,141884.8043,71,10
65.177194,1785530273.533927,23.62347,0.00972,914085.8377,15540,23.78316,0.07285,141907.4613,71,10
65.194194,1785530273.550927,23.61661,0.00972,914064.7080,15538,24.00158,0.07285,142011.8457,71,10
65.211194,1785530273.567927,23.61440,0.00972,914057.9108,15539,24.07299,0.07285,142045.9711,71,10
65.228194,1785530273.584927,23.62202,0.00972,914081.3889,15539,23.95896,0.07285,141991.4746,71,10
65.245194,1785530273.601927,23.61705,0.00972,914066.0761,15539,23.97489,0.07234,141999.0907,72,10
65.262194,1785530273.618927,23.62886,0.00972,914102.4505,15540,23.89251,0.07285,141959.7181,71,10
65.279194,1785530273.635927,23.63014,0.00972,914106.3892,15539,23.76392,0.07285,141898.2649,71,10
65.296194,1785530273.652927,23.61207,0.00972,914050.7326,15539,24.00654,0.07285,142014.2153,71,10
65.313194,1785530273.669927,23.61955,0.00972,914073.7791,15539,24.00166,0.07285,142011.8822,71,10
65.330194,1785530273.686927,23.59859,0.00972,914009.2338,15538,24.07787,0.07285,142048.3040,71,10
65.347194,1785530273.703927,23.61114,0.00972,914047.8780,15538,23.91633,0.07285,141971.1042,71,10
65.364194,1785530273.720927,23.62089,0.00972,914077.9110,15539,24.10135,0.07234,142059.5279,72,10
65.381194,1785530273.737927,23.61761,0.00972,914067.8030,15539,23.94482,0.07285,141984.7191,71,10
65.398194,1785530273.754927,23.61857,0.00972,914070.7506,15539,23.81645,0.07285,141923.3687,71,10
65.415194,1785530273.771927,23.60837,0.00972,914039.3364,15539,23.86387,0.07285,141946.0309,71,10
65.432194,1785530273.788927,23.60948,0.00972,914042.7467,15538,23.83998,0.07285,141934.6146,71,10
65.449194,1785530273.805927,23.61678,0.00972,914065.2313,15539,23.78816,0.07285,141909.8470,71,10
65.466194,1785530273.822927,23.60374,0.00972,914025.0908,15538,23.90662,0.07285,141966.4646,71,10
65.483194,1785530273.839927,23.58248,0.00972,913959.6126,15537,24.06407,0.07234,142041.7106,72,10
65.500194,1785530273.856927,23.60919,0.00972,914041.8586,15539,23.82131,0.07285,141925.6907,71,10
65.517194,1785530273.873927,23.60814,0.00972,914038.6214,15538,23.54594,0.07285,141794.0876,71,10
65.534194,1785530273.890927,23.57511,0.00972,913936.8915,15537,23.69299,0.07285,141864.3660,71,10
65.551194,1785530273.907927,23.58177,0.00972,913957.4241,15537,23.78318,0.07285,141907.4672,71,10
65.568194,1785530273.924927,23.52296,0.00973,913776.2830,15534,23.73080,0.07285,141882.4357,71,10
65.585194,1785530273.941927,23.57880,0.00972,913948.2766,15536,23.76876,0.07285,141900.5773,71,10
65.602194,1785530273.958927,23.56072,0.00972,913892.5736,15536,23.72125,0.07285,141877.8731,71,10
65.619194,1785530273.975927,23.58982,0.00972,913982.2151,15538,23.76878,0.07234,141900.5894,72,10
65.636194,1785530273.992927,23.60467,0.00972,914027.9453,15538,23.80224,0.07285,141916.5758,71,10
65.653194,1785530274.009927,23.63934,0.00972,914134.7450,15540,23.73589,0.07285,141884.8665,71,10
65.670194,1785530274.026927,23.59711,0.00972,914004.6454,15538,23.81639,0.07285,141923.3421,71,10
65.687194,1785530274.043927,23.57892,0.00972,913948.6286,15537,23.98746,0.07285,142005.0949,71,10
65.704194,1785530274.060927,23.59905,0.00972,914010.6219,15538,23.76404,0.07285,141898.3216,71,10
65.721194,1785530274.077927,23.61323,0.00972,914054.3169,15538,23.84952,0.07285,141939.1718,71,10
65.738194,1785530274.094927,23.61240,0.00972,914051.7516,15539,23.74488,0.07234,141889.1633,72,10
65.755194,1785530274.111927,23.60650,0.00972,914033.5889,15538,23.46079,0.07285,141753.3961,71,10
65.772194,1785530274.128927,23.58912,0.00972,913980.0626,15538,23.70249,0.07285,141868.9079,71,10
65.789194,1785530274.145927,23.59102,0.00972,913985.8992,15537,23.96843,0.07285,141996.0012,71,10
65.806194,1785530274.162927,23.60219,0.00972,914020.3164,15538,23.87346,0.07285,141950.6142,71,10
65.823194,1785530274.179927,23.59742,0.00972,914005.6265,15538,23.66945,0.07285,141853.1151,71,10
65.840194,1785530274.196927,23.60683,0.00972,914034.5947,15538,23.83511,0.07285,141932.2870,71,10
65.857194,1785530274.213927,23.61153,0.00972,914049.0676,15539,23.76853,0.07234,141900.4666,72,10
65.874194,1785530274.230927,23.61037,0.00972,914045.4979,15539,23.96362,0.07285,141993.7039,71,10
65.891194,1785530274.247927,23.61006,0.00972,914044.5482,15538,23.78332,0.07285,141907.5342,71,10
65.908194,1785530274.264927,23.61941,0.00972,914073.3350,15539,23.67865,0.07285,141857.5128,71,10
65.925194,1785530274.281927,23.63039,0.00972,914107.1745,15540,23.94474,0.07285,141984.6779,71,10
65.942194,1785530274.298927,23.61874,0.00972,914071.2817,15539,23.90709,0.07285,141966.6853,71,10
65.959194,1785530274.315927,23.62085,0.00972,914077.7694,15539,23.73132,0.07285,141882.6828,71,10
65.976194,1785530274.332927,23.62703,0.00972,914096.8065,15539,23.85472,0.07285,141941.6596,71,10
65.993194,1785530274.349927,23.61801,0.00972,914069.0370,15539,23.53488,0.07234,141788.8034,72,10
66.010194,1785530274.366927,23.62994,0.00972,914105.7802,15540,23.64557,0.07285,141841.7037,71,10
66.027194,1785530274.383927,23.62394,0.00972,914087.3026,15539,23.71677,0.07285,141875.7312,71,10
66.044194,1785530274.400927,23.62417,0.00972,914088.0116,15539,23.75456,0.07285,141893.7901,71,10
66.061194,1785530274.417927,23.60254,0.00972,914021.3726,15538,23.88284,0.07285,141955.0992,71,10
66.078194,1785530274.434927,23.60760,0.00972,914036.9561,15538,23.70244,0.07285,141868.8824,71,10
66.095194,1785530274.451927,23.59598,0.00972,914001.1667,15538,23.76888,0.07285,141900.6336,71,10
66.112194,1785530274.468927,23.63909,0.00972,914133.9742,15540,23.79677,0.07234,141913.9641,72,10
66.129194,1785530274.485927,23.63727,0.00972,914128.3685,15540,23.86878,0.07285,141948.3797,71,10
66.146194,1785530274.502927,23.64550,0.00972,914153.6932,15541,23.84498,0.07285,141937.0043,71,10
66.163194,1785530274.519927,23.64978,0.00972,914166.8906,15540,23.74498,0.07285,141889.2118,71,10
66.180194,1785530274.536927,23.63023,0.00972,914106.6748,15540,23.74048,0.07285,141887.0601,71,10
66.197194,1785530274.553927,23.63932,0.00972,914134.6828,15540,23.81147,0.07285,141920.9893,71,10
66.214194,1785530274.570927,23.65678,0.00972,914188.4461,15541,23.69763,0.07285,141866.5848,71,10
66.231194,1785530274.587927,23.64252,0.00972,914144.5251,15540,23.81051,0.07234,141920.5293,72,10
66.248194,1785530274.604927,23.65340,0.00972,914178.0312,15541,23.72140,0.07285,141877.9453,71,10
66.265194,1785530274.621927,23.66268,0.00972,914206.6351,15541,23.71655,0.07285,141875.6236,71,10
66.282194,1785530274.638927,23.64958,0.00972,914166.2778,15541,23.80220,0.07285,141916.5610,71,10
66.299194,1785530274.655927,23.65331,0.00972,914177.7713,15541,23.84960,0.07285,141939.2132,71,10
66.316194,1785530274.672927,23.65271,0.00972,914175.8999,15540,23.72647,0.07285,141880.3650,71,10
66.333194,1785530274.689927,23.64798,0.00972,914161.3328,15541,23.65032,0.07285,141843.9747,71,10
66.350194,1785530274.706927,23.66214,0.00972,914204.9715,15541,23.64555,0.07285,141841.6930,71,10
66.367194,1785530274.723927,23.63752,0.00972,914129.1143,15540,23.86226,0.07234,141945.2639,72,10
66.384194,1785530274.740927,23.65171,0.00972,914172.8277,15541,23.74064,0.07285,141887.1371,71,10
66.401194,1785530274.757927,23.66301,0.00972,914207.6529,15541,23.71210,0.07285,141873.4968,71,10
66.418194,1785530274.774927,23.66298,0.00972,914207.5305,15541,24.03573,0.07285,142028.1662,71,10
66.435194,1785530274.791927,23.64577,0.00972,914154.5501,15541,24.04469,0.07285,142032.4491,71,10
66.452194,1785530274.808927,23.63647,0.00972,914125.8960,15540,23.99271,0.07285,142007.6038,71,10
66.469194,1785530274.825927,23.63771,0.00972,914129.7260,15540,24.08266,0.07285,142050.5955,71,10
66.486194,1785530274.842927,23.65090,0.00972,914170.3325,15540,23.92808,0.07234,141976.7174,72,10
66.503194,1785530274.859927,23.63265,0.00972,914114.1186,15540,23.61273,0.07285,141826.0081,71,10
66.520194,1785530274.876927,23.62614,0.00972,914094.0865,15539,23.69756,0.07285,141866.5497,71,10
66.537194,1785530274.893927,23.64258,0.00972,914144.7087,15541,23.76866,0.07285,141900.5309,71,10
66.554194,1785530274.910927,23.64444,0.00972,914150.4272,15540,23.98792,0.07285,142005.3170,71,10
66.571194,1785530274.927927,23.64495,0.00972,914152.0166,15540,23.96843,0.07285,141996.0012,71,10
66.588194,1785530274.944927,23.64830,0.00972,914162.3264,15541,23.88275,0.07285,141955.0526,71,10
66.605194,1785530274.961927,23.63630,0.00972,914125.3652,15540,23.96353,0.07285,141993.6582,71,10
66.622194,1785530274.978927,23.64043,0.00972,914138.0870,15540,24.03089,0.07234,142025.8514,72,10
66.639194,1785530274.995927,23.61863,0.00972,914070.9363,15539,24.06334,0.07285,142041.3623,71,10
66.656194,1785530275.012927,23.62328,0.00972,914085.2741,15539,23.90706,0.07285,141966.6706,71,10
66.673194,1785530275.029927,23.61084,0.00972,914046.9401,15539,23.63091,0.07285,141834.6953,71,10
66.690194,1785530275.046927,23.62146,0.00972,914079.6742,15539,23.79253,0.07285,141911.9362,71,10
66.707194,1785530275.063927,23.61815,0.00972,914069.4679,15539,23.97317,0.07285,141998.2669,71,10
66.724194,1785530275.080927,23.58479,0.00972,913966.7066,15537,23.83542,0.07285,141932.4369,71,10
66.741194,1785530275.097927,23.57895,0.00972,913948.7268,15537,24.05899,0.07234,142039.2812,72,10
66.758194,1785530275.114927,23.56880,0.00972,913917.4552,15536,23.92089,0.07285,141973.2818,71,10
66.775194,1785530275.131927,23.58254,0.00972,913959.7980,15537,23.66502,0.07285,141850.9982,71,10
66.792194,1785530275.148927,23.58844,0.00972,913977.9557,15537,23.90219,0.07285,141964.3428,71,10
66.809194,1785530275.165927,23.58405,0.00972,913964.4291,15538,23.82571,0.07285,141927.7966,71,10
66.826194,1785530275.182927,23.59782,0.00972,914006.8388,15537,23.83081,0.07285,141930.2330,71,10
66.843194,1785530275.199927,23.60003,0.00972,914013.6438,15538,23.74031,0.07285,141886.9825,71,10
66.860194,1785530275.216927,23.59033,0.00972,913983.7822,15538,23.93691,0.07234,141980.9359,72,10
66.877194,1785530275.233927,23.58557,0.00972,913969.1058,15537,23.93513,0.07285,141980.0891,71,10
66.894194,1785530275.250927,23.59594,0.00972,914001.0429,15538,23.80195,0.07285,141916.4374,71,10
66.911194,1785530275.267927,23.59429,0.00972,913995.9642,15537,23.77892,0.07285,141905.4324,71,10
66.928194,1785530275.284927,23.57352,0.00972,913932.0118,15537,23.69304,0.07285,141864.3924,71,10
66.945194,1785530275.301927,23.60748,0.00972,914036.6095,15538,23.89751,0.07285,141962.1075,71,10
66.962194,1785530275.318927,23.59597,0.00972,914001.1420,15538,23.76879,0.07285,141900.5924,71,10
66.979194,1785530275.335927,23.61670,0.00972,914065.0084,15539,23.70731,0.07285,141871.2096,71,10
66.996194,1785530275.352927,23.61427,0.00972,914057.5162,15539,23.79653,0.07234,141913.8472,72,10
67.013194,1785530275.369927,23.61507,0.00972,914059.9888,15539,23.94963,0.07285,141987.0156,71,10
67.030194,1785530275.386927,23.60619,0.00972,914032.6325,15538,23.82621,0.07285,141928.0342,71,10
67.047194,1785530275.403927,23.59704,0.00972,914004.4597,15538,23.93483,0.07285,141979.9448,71,10
67.064194,1785530275.420927,23.61182,0.00972,914049.9810,15538,23.57459,0.07285,141807.7839,71,10
67.081194,1785530275.437927,23.57853,0.00972,913947.4324,15537,23.64081,0.07285,141839.4281,71,10
67.098194,1785530275.454927,23.57910,0.00972,913949.1958,15537,23.57411,0.07285,141807.5531,71,10
67.115194,1785530275.471927,23.60135,0.00972,914017.7321,15538,23.36633,0.07234,141708.2524,72,10
67.132194,1785530275.488927,23.60680,0.00972,914034.5083,15538,23.66923,0.07285,141853.0114,71,10
67.149194,1785530275.505927,23.58674,0.00972,913972.7107,15538,23.95928,0.07285,141991.6300,71,10
67.166194,1785530275.522927,23.59345,0.00972,913993.3876,15537,23.54614,0.07285,141794.1847,71,10
67.183194,1785530275.539927,23.61496,0.00972,914059.6437,15539,23.80238,0.07285,141916.6432,71,10
67.200194,1785530275.556927,23.59061,0.00972,913984.6416,15537,23.65986,0.07285,141848.5314,71,10
67.217194,1785530275.573927,23.60409,0.00972,914026.1522,15539,23.63626,0.07285,141837.2548,71,10
67.234194,1785530275.590927,23.60867,0.00972,914040.2615,15538,23.74047,0.07234,141887.0561,72,10
67.251194,1785530275.607927,23.61158,0.00972,914049.2162,15539,24.03499,0.07285,142027.8094,71,10
67.268194,1785530275.624927,23.58464,0.00972,913966.2606,15537,23.91604,0.07285,141970.9648,71,10
67.285194,1785530275.641927,23.58708,0.00972,913973.7553,15537,23.87356,0.07285,141950.6606,71,10
67.302194,1785530275.658927,23.59060,0.00972,913984.6137,15538,23.98738,0.07285,142005.0591,71,10
67.319194,1785530275.675927,23.60298,0.00972,914022.7524,15538,23.89711,0.07285,141961.9167,71,10
67.336194,1785530275.692927,23.60448,0.00972,914027.3526,15538,23.62647,0.07285,141832.5738,71,10
67.353194,1785530275.709927,23.59125,0.00972,913986.6166,15537,23.67393,0.07285,141855.2571,71,10
67.370194,1785530275.726927,23.60137,0.00972,914017.7819,15538,23.78220,0.07234,141907.0019,72,10
67.387194,1785530275.743927,23.61062,0.00972,914046.2809,15539,23.65976,0.07285,141848.4853,71,10
67.404194,1785530275.760927,23.60933,0.00972,914042.3025,15538,23.74545,0.07285,141889.4382,71,10
67.421194,1785530275.777927,23.60201,0.00972,914019.7503,15539,23.70734,0.07285,141871.2257,71,10
67.438194,1785530275.794927,23.58904,0.00972,913979.7947,15537,23.77330,0.07285,141902.7450,71,10
67.455194,1785530275.811927,23.59656,0.00972,914002.9556,15538,23.69313,0.07285,141864.4331,71,10
67.472194,1785530275.828927,23.64283,0.00972,914145.4689,15540,23.87786,0.07285,141952.7197,71,10
67.489194,1785530275.845927,23.60730,0.00972,914036.0372,15538,23.84833,0.07234,141938.6071,72,10
67.506194,1785530275.862927,23.60432,0.00972,914026.8725,15539,23.57924,0.07285,141810.0038,71,10
67.523194,1785530275.879927,23.60756,0.00972,914036.8323,15538,23.65503,0.07285,141846.2251,71,10
67.540194,1785530275.896927,23.57824,0.00972,913946.5247,15537,23.80216,0.07285,141916.5403,71,10
67.557194,1785530275.913927,23.59328,0.00972,913992.8567,15537,23.77843,0.07285,141905.2011,71,10
67.574194,1785530275.930927,23.58553,0.00972,913968.9922,15538,24.05359,0.07285,142036.7019,71,10
67.591194,1785530275.947927,23.55847,0.00973,913885.6361,15535,23.93985,0.07285,141982.3448,71,10
67.608194,1785530275.964927,23.57600,0.00972,913939.6420,15537,23.96960,0.07234,141996.5608,72,10
67.625194,1785530275.981927,23.59625,0.00972,914001.9992,15538,23.72654,0.07285,141880.4016,71,10
67.642194,1785530275.998927,23.58694,0.00972,913973.3298,15537,23.66023,0.07285,141848.7117,71,10
67.659194,1785530276.015927,23.59974,0.00972,914012.7494,15538,23.78317,0.07285,141907.4619,71,10
67.676194,1785530276.032927,23.59257,0.00972,913990.6898,15538,23.64092,0.07285,141839.4795,71,10
67.693194,1785530276.049927,23.59271,0.00972,913991.1173,15537,23.64562,0.07285,141841.7294,71,10
67.710194,1785530276.066927,23.57814,0.00972,913946.2276,15537,23.73615,0.07285,141884.9949,71,10
67.727194,1785530276.083927,23.56931,0.00972,913919.0461,15536,23.72607,0.07285,141880.1750,71,10
67.744194,1785530276.100927,23.59809,0.00972,914007.6681,15538,23.97949,0.07234,142001.2888,72,10
67.761194,1785530276.117927,23.58308,0.00972,913961.4384,15537,23.80702,0.07285,141918.8627,71,10
67.778194,1785530276.134927,23.59041,0.00972,913984.0296,15538,23.69282,0.07285,141864.2841,71,10
67.795194,1785530276.151927,23.58552,0.00972,913968.9564,15537,23.61715,0.07285,141828.1197,71,10
67.812194,1785530276.168927,23.56747,0.00972,913913.3663,15536,23.73100,0.07285,141882.5335,71,10
67.829194,1785530276.185927,23.59061,0.00972,913984.6508,15538,23.93531,0.07285,141980.1719,71,10
67.846194,1785530276.202927,23.59145,0.00972,913987.2252,15537,23.72653,0.07285,141880.3968,71,10
67.863194,1785530276.219927,23.59682,0.00972,914003.7757,15538,23.74530,0.07234,141889.3666,72,10
67.880194,1785530276.236927,23.60428,0.00972,914026.7561,15538,23.68859,0.07285,141862.2652,71,10
67.897194,1785530276.253927,23.60334,0.00972,914023.8570,15538,23.82088,0.07285,141925.4846,71,10
67.914194,1785530276.270927,23.57148,0.00972,913925.7086,15537,23.76924,0.07285,141900.8089,71,10
67.931194,1785530276.287927,23.55421,0.00973,913872.5221,15535,23.82590,0.07285,141927.8849,71,10
67.948194,1785530276.304927,23.55142,0.00972,913863.9221,15536,23.97781,0.07285,142000.4866,71,10
67.965194,1785530276.321927,23.57416,0.00972,913933.9856,15536,23.72654,0.07285,141880.4017,71,10
67.982194,1785530276.338927,23.57374,0.00972,913932.6664,15537,23.78745,0.07234,141909.5109,72,10
67.999194,1785530276.355927,23.56431,0.00972,913903.6380,15536,23.65033,0.07285,141843.9795,71,10
68.016194,1785530276.372927,23.58500,0.00972,913967.3658,15537,23.84500,0.07285,141937.0143,71,10
68.033194,1785530276.389927,23.61283,0.00972,914053.0814,15539,23.99184,0.07285,142007.1904,71,10
68.050194,1785530276.406927,23.60749,0.00972,914036.6466,15538,23.75013,0.07285,141891.6735,71,10
68.067194,1785530276.423927,23.57818,0.00972,913946.3398,15537,23.51769,0.07285,141780.5896,71,10
68.084194,1785530276.440927,23.56530,0.00972,913906.6913,15536,23.73548,0.07285,141884.6704,71,10
68.101194,1785530276.457927,23.57933,0.00972,913949.9046,15537,23.89725,0.07285,141961.9840,71,10
68.118194,1785530276.474927,23.59156,0.00972,913987.5618,15538,23.79221,0.07234,141911.7857,72,10
68.135194,1785530276.491927,23.59312,0.00972,913992.3696,15537,23.93989,0.07285,141982.3602,71,10
68.152194,1785530276.508927,23.60970,0.00972,914043.4371,15539,23.69811,0.07285,141866.8122,71,10
68.169194,1785530276.525927,23.60645,0.00972,914033.4282,15538,23.75462,0.07285,141893.8208,71,10
68.186194,1785530276.542927,23.60347,0.00972,914024.2456,15538,23.72128,0.07285,141877.8886,71,10
68.203194,1785530276.559927,23.59530,0.00972,913999.0764,15538,23.64068,0.07285,141839.3660,71,10
68.220194,1785530276.576927,23.57020,0.00972,913921.7793,15536,23.78811,0.07285,141909.8254,71,10
68.237194,1785530276.593927,23.59613,0.00972,914001.6305,15538,23.85764,0.07234,141943.0561,72,10
68.254194,1785530276.610927,23.60865,0.00972,914040.2130,15538,23.77371,0.07285,141902.9450,71,10
68.271194,1785530276.627927,23.57532,0.00972,913937.5505,15537,23.94004,0.07285,141982.4334,71,10
68.288194,1785530276.644927,23.59183,0.00972,913988.4064,15538,23.66901,0.07285,141852.9038,71,10
68.305194,1785530276.661927,23.61628,0.00972,914063.7100,15538,23.77837,0.07285,141905.1703,71,10
68.322194,1785530276.678927,23.58669,0.00972,913972.5745,15538,23.87825,0.07285,141952.9059,71,10
68.339194,1785530276.695927,23.59549,0.00972,913999.6659,15537,23.68358,0.07285,141859.8710,71,10
68.356194,1785530276.712927,23.59738,0.00972,914005.4903,15538,23.94644,0.07234,141985.4912,72,10
68.373194,1785530276.729927,23.58362,0.00972,913963.1036,15537,23.73125,0.07285,141882.6517,71,10
68.390194,1785530276.746927,23.57945,0.00972,913950.2760,15537,23.72643,0.07285,141880.3453,71,10
68.407194,1785530276.763927,23.59514,0.00972,913998.5949,15538,23.75458,0.07285,141893.8005,71,10
68.424194,1785530276.780927,23.59680,0.00972,914003.7138,15538,23.95453,0.07285,141989.3583,71,10
68.441194,1785530276.797927,23.58248,0.00972,913959.6123,15537,23.76916,0.07285,141900.7683,71,10
68.458194,1785530276.814927,23.59225,0.00972,913989.6876,15537,23.62640,0.07285,141832.5424,71,10
68.475194,1785530276.831927,23.58864,0.00972,913978.5631,15538,23.83095,0.07285,141930.3001,71,10
68.492194,1785530276.848927,23.57996,0.00972,913951.8297,15537,23.69820,0.07234,141866.8562,72,10
68.509194,1785530276.865927,23.60612,0.00972,914032.4100,15538,23.77854,0.07285,141905.2527,71,10
68.526194,1785530276.882927,23.59278,0.00972,913991.3234,15538,23.74483,0.07285,141889.1402,71,10
68.543194,1785530276.899927,23.58463,0.00972,913966.2250,15537,23.87321,0.07285,141950.4958,71,10
68.560194,1785530276.916927,23.57608,0.00972,913939.8883,15536,23.73572,0.07285,141884.7890,71,10
68.577194,1785530276.933927,23.54754,0.00972,913851.9804,15536,23.65002,0.07285,141843.8306,71,10
68.594194,1785530276.950927,23.58151,0.00972,913956.6023,15537,23.61217,0.07285,141825.7404,71,10
68.611194,1785530276.967927,23.58085,0.00972,913954.5797,15537,23.88559,0.07234,141956.4104,72,10
68.628194,1785530276.984927,23.59361,0.00972,913993.8753,15537,23.54121,0.07285,141791.8308,71,10
68.645194,1785530277.001927,23.60643,0.00972,914033.3660,15538,23.74993,0.07285,141891.5761,71,10
68.662194,1785530277.018927,23.59155,0.00972,913987.5446,15538,23.67425,0.07285,141855.4113,71,10
68.679194,1785530277.035927,23.59437,0.00972,913996.2087,15538,23.66951,0.07285,141853.1450,71,10
68.696194,1785530277.052927,23.59525,0.00972,913998.9324,15537,23.66476,0.07285,141850.8746,71,10
68.713194,1785530277.069927,23.60522,0.00972,914029.6299,15539,23.70273,0.07285,141869.0220,71,10
68.730194,1785530277.086927,23.58932,0.00972,913980.6636,15537,23.61900,0.07234,141829.0056,72,10
68.747194,1785530277.103927,23.57047,0.00972,913922.6119,15536,23.49867,0.07285,141771.5010,71,10
68.764194,1785530277.120927,23.54932,0.00972,913857.4637,15536,23.77826,0.07285,141905.1189,71,10
68.781194,1785530277.137927,23.58476,0.00972,913966.6072,15537,23.78771,0.07285,141909.6348,71,10
68.798194,1785530277.154927,23.59219,0.00972,913989.5016,15537,23.64072,0.07285,141839.3866,71,10
68.815194,1785530277.171927,23.56027,0.00972,913891.1916,15536,23.87392,0.07285,141950.8360,71,10
68.832194,1785530277.188927,23.57629,0.00972,913940.5481,15537,23.73079,0.07285,141882.4306,71,10
68.849194,1785530277.205927,23.57636,0.00972,913940.7585,15537,23.65013,0.07285,141843.8821,71,10
68.866194,1785530277.222927,23.58825,0.00972,913977.3689,15537,24.03070,0.07234,142025.7638,72,10
68.883194,1785530277.239927,23.58901,0.00972,913979.7075,15537,23.71686,0.07285,141875.7720,71,10
68.900194,1785530277.256927,23.56498,0.00972,913905.7128,15537,23.84499,0.07285,141937.0094,71,10
68.917194,1785530277.273927,23.56336,0.00972,913900.7142,15536,23.85943,0.07285,141943.9098,71,10
68.934194,1785530277.290927,23.55534,0.00973,913876.0014,15535,23.67407,0.07285,141855.3240,71,10
68.951194,1785530277.307927,23.58061,0.00972,913953.8464,15537,23.63631,0.07285,141837.2800,71,10
68.968194,1785530277.324927,23.57993,0.00972,913951.7430,15537,23.60773,0.07285,141823.6187,71,10
68.985194,1785530277.341927,23.58629,0.00972,913971.3322,15537,23.71727,0.07234,141875.9714,72,10
69.002194,1785530277.358927,23.56840,0.00972,913916.2361,15537,23.77361,0.07285,141902.8939,71,10
69.019194,1785530277.375927,23.57640,0.00972,913940.8819,15536,23.73106,0.07285,141882.5594,71,10
69.036194,1785530277.392927,23.54753,0.00973,913851.9371,15535,23.68350,0.07285,141859.8296,71,10
69.053194,1785530277.409927,23.54040,0.00973,913830.0024,15535,23.76908,0.07285,141900.7312,71,10
69.070194,1785530277.426927,23.56440,0.00972,913903.9086,15536,23.95938,0.07285,141991.6756,71,10
69.087194,1785530277.443927,23.55187,0.00972,913865.3291,15536,23.52714,0.07285,141785.1055,71,10
69.104194,1785530277.460927,23.53465,0.00973,913812.2661,15534,23.66543,0.07234,141851.1956,72,10
69.121194,1785530277.477927,23.54488,0.00973,913843.7835,15535,23.63574,0.07285,141837.0074,71,10
69.138194,1785530277.494927,23.57602,0.00972,913939.7031,15537,23.56010,0.07285,141800.8588,71,10
69.155194,1785530277.511927,23.56753,0.00972,913913.5513,15536,23.72164,0.07285,141878.0587,71,10
69.172194,1785530277.528927,23.57102,0.00972,913924.2911,15537,23.82112,0.07285,141925.6028,71,10
69.189194,1785530277.545927,23.53379,0.00973,913809.6314,15534,23.70263,0.07285,141868.9746,71,10
69.206194,1785530277.562927,23.53802,0.00973,913822.6676,15535,23.61720,0.07285,141828.1452,71,10
69.223194,1785530277.579927,23.54320,0.00973,913838.6264,15535,23.75962,0.07285,141896.2111,71,10
69.240194,1785530277.596927,23.55020,0.00973,913860.1791,15535,23.67484,0.07234,141855.6946,72,10
69.257194,1785530277.613927,23.57396,0.00972,913933.3628,15537,23.63121,0.07285,141834.8394,71,10
69.274194,1785530277.630927,23.54359,0.00973,913839.8058,15535,23.90634,0.07285,141966.3297,71,10
69.291194,1785530277.647927,23.55601,0.00973,913878.0739,15535,24.02549,0.07285,142023.2726,71,10
69.308194,1785530277.664927,23.54179,0.00973,913834.2773,15535,24.17817,0.07285,142096.2410,71,10
69.325194,1785530277.681927,23.55970,0.00972,913889.4397,15536,23.87844,0.07285,141952.9940,71,10
69.342194,1785530277.698927,23.55553,0.00972,913876.5911,15536,23.64084,0.07285,141839.4428,71,10
69.359194,1785530277.715927,23.57516,0.00972,913937.0642,15536,23.72585,0.07234,141880.0688,72,10
69.376194,1785530277.732927,23.59192,0.00972,913988.6667,15538,23.73105,0.07285,141882.5540,71,10
69.393194,1785530277.749927,23.56027,0.00972,913891.1924,15536,23.91129,0.07285,141968.6937,71,10
