t_rel_s,t_unix,GR07_temp_c,GR07_sem_c,GR07_rate_hz,GR07_events,GR06_temp_c,GR06_sem_c,GR06_rate_hz,GR06_events,capture
0.008500,1785530208.365233,23.11386,0.01451,912516.2231,15512,23.05420,0.07325,141559.0841,71,0
0.025500,1785530208.382233,23.11970,0.01451,912534.2078,15513,23.14388,0.07325,141601.9390,71,0
0.042500,1785530208.399233,23.10268,0.01451,912481.7750,15511,23.27155,0.07325,141662.9551,71,0
0.059500,1785530208.416233,23.06718,0.01451,912372.4458,15510,23.27142,0.07325,141662.8942,71,0
0.076500,1785530208.433233,23.04874,0.01451,912315.6528,15509,23.24991,0.07274,141652.6125,72,0
0.093500,1785530208.450233,23.03752,0.01451,912281.0673,15508,23.19568,0.07325,141626.6988,71,0
0.110500,1785530208.467233,23.12532,0.01451,912551.5176,15513,22.97846,0.07325,141522.8839,71,0
0.127500,1785530208.484233,23.12502,0.01451,912550.5969,15513,23.33739,0.07325,141694.4196,71,0
0.144500,1785530208.501233,23.08993,0.01451,912442.5073,15510,23.25706,0.07325,141656.0303,71,0
0.161500,1785530208.518233,23.10247,0.01451,912481.1456,15512,23.40381,0.07325,141726.1658,71,0
0.178500,1785530208.535233,23.08300,0.01451,912421.1535,15511,23.06785,0.07325,141565.6058,71,0
0.195500,1785530208.552233,23.03817,0.01451,912283.0829,15508,23.22199,0.07274,141639.2727,72,0
0.212500,1785530208.569233,23.04525,0.01451,912304.8759,15508,23.50365,0.07325,141773.8805,71,0
0.229500,1785530208.586233,23.09104,0.01451,912445.9233,15511,23.26686,0.07325,141660.7154,71,0
0.246500,1785530208.603233,23.09885,0.01451,912469.9946,15512,23.38972,0.07325,141719.4301,71,0
0.263500,1785530208.620233,23.14407,0.01451,912609.2571,15514,23.17228,0.07325,141615.5134,71,0
0.280500,1785530208.637233,23.14488,0.01451,912611.7709,15514,23.14811,0.07325,141603.9648,71,0
0.297500,1785530208.654233,23.10324,0.01451,912483.5049,15511,23.08208,0.07325,141572.4080,71,0
0.314500,1785530208.671233,23.13167,0.01451,912571.0747,15513,23.16102,0.07274,141610.1313,72,0
0.331500,1785530208.688233,23.08167,0.01451,912417.0658,15511,22.94509,0.07325,141506.9369,71,0
0.348500,1785530208.705233,23.20494,0.01451,912796.7347,15517,23.03004,0.07325,141547.5363,71,0
0.365500,1785530208.722233,23.10784,0.01451,912497.6768,15512,23.07278,0.07325,141567.9637,71,0
0.382500,1785530208.739233,23.08498,0.01451,912427.2518,15511,23.19552,0.07325,141626.6218,71,0
0.399500,1785530208.756233,23.08065,0.01451,912413.9209,15510,23.07734,0.07325,141570.1418,71,0
0.416500,1785530208.773233,23.09380,0.01451,912454.4119,15511,23.29011,0.07325,141671.8238,71,0
0.433500,1785530208.790233,23.19584,0.01451,912768.7221,15517,23.29457,0.07325,141673.9561,71,0
0.450500,1785530208.807233,23.02791,0.01451,912251.4856,15507,23.06801,0.07274,141565.6831,72,0
0.467500,1785530208.824233,23.00461,0.01451,912179.7017,15507,23.03518,0.07325,141549.9908,71,0
0.484500,1785530208.841233,23.02578,0.01451,912244.9144,15507,23.02114,0.07325,141543.2806,71,0
0.501500,1785530208.858233,23.01158,0.01451,912201.1814,15507,23.00643,0.07325,141536.2537,71,0
0.518500,1785530208.875233,22.91086,0.01452,911890.9649,15502,22.99212,0.07325,141529.4150,71,0
0.535500,1785530208.892233,22.85649,0.01452,911723.4989,15498,22.94497,0.07325,141506.8808,71,0
0.552500,1785530208.909233,22.88394,0.01452,911808.0463,15500,22.93599,0.07325,141502.5893,71,0
0.569500,1785530208.926233,22.95451,0.01452,912025.4137,15504,22.96990,0.07274,141518.7945,72,0
0.586500,1785530208.943233,22.97978,0.01452,912103.2469,15505,22.93617,0.07325,141502.6720,71,0
0.603500,1785530208.960233,22.99622,0.01452,912153.8719,15506,22.84116,0.07325,141457.2700,71,0
0.620500,1785530208.977233,22.86414,0.01452,911747.0506,15499,22.96391,0.07325,141515.9335,71,0
0.637500,1785530208.994233,23.02359,0.01451,912238.1852,15508,22.84616,0.07325,141459.6581,71,0
0.654500,1785530209.011233,23.08104,0.01451,912415.1146,15510,22.84618,0.07325,141459.6686,71,0
0.671500,1785530209.028233,23.02954,0.01451,912256.5006,15508,22.83221,0.07325,141452.9894,71,0
0.688500,1785530209.045233,22.99291,0.01452,912143.6748,15506,23.04930,0.07274,141556.7409,72,0
0.705500,1785530209.062233,22.99569,0.01452,912152.2297,15506,23.19078,0.07325,141624.3563,71,0
0.722500,1785530209.079233,23.01808,0.01451,912221.1911,15507,23.14809,0.07325,141603.9541,71,0
0.739500,1785530209.096233,23.00533,0.01452,912181.9416,15506,23.00675,0.07325,141536.4069,71,0
0.756500,1785530209.113233,23.10400,0.01451,912485.8283,15512,22.95465,0.07325,141511.5039,71,0
0.773500,1785530209.130233,23.09513,0.01451,912458.5089,15511,22.98296,0.07325,141525.0374,71,0
0.790500,1785530209.147233,23.06087,0.01451,912353.0026,15510,22.89309,0.07325,141482.0858,71,0
0.807500,1785530209.164233,23.05513,0.01451,912335.3081,15509,22.82730,0.07325,141450.6463,71,0
0.824500,1785530209.181233,23.04021,0.01451,912289.3606,15508,23.05391,0.07274,141558.9456,72,0
0.841500,1785530209.198233,23.06156,0.01451,912355.1326,15510,23.20483,0.07325,141631.0710,71,0
0.858500,1785530209.215233,23.10249,0.01451,912481.1797,15511,23.28548,0.07325,141669.6144,71,0
0.875500,1785530209.232233,23.08822,0.01451,912437.2441,15511,23.08694,0.07325,141574.7300,71,0
0.892500,1785530209.249233,23.09504,0.01451,912458.2360,15511,23.20985,0.07325,141633.4693,71,0
0.909500,1785530209.266233,23.21214,0.01451,912818.9303,15518,23.07221,0.07325,141567.6870,71,0
0.926500,1785530209.283233,23.07593,0.01451,912399.3766,15510,23.10578,0.07325,141583.7313,71,0
0.943500,1785530209.300233,23.12740,0.01451,912557.9173,15513,23.22201,0.07274,141639.2785,72,0
0.960500,1785530209.317233,23.15554,0.01451,912644.5811,15514,23.17175,0.07325,141615.2621,71,0
0.977500,1785530209.334233,23.14515,0.01451,912612.5924,15514,23.04426,0.07325,141554.3336,71,0
0.994500,1785530209.351233,23.09644,0.01451,912462.5547,15511,22.88368,0.07325,141477.5900,71,0
1.011500,1785530209.368233,23.17217,0.01451,912695.8082,15516,22.91261,0.07325,141491.4147,71,0
1.028500,1785530209.385233,23.18749,0.01451,912743.0103,15516,23.00698,0.07325,141536.5147,71,0
1.045500,1785530209.402233,23.15002,0.01451,912627.5778,15514,22.85998,0.07325,141466.2612,71,0
1.062500,1785530209.419233,23.16637,0.01451,912677.9442,15515,23.02613,0.07274,141545.6660,72,0
1.079500,1785530209.436233,23.09637,0.01451,912462.3563,15511,22.96402,0.07325,141515.9845,71,0
1.096500,1785530209.453233,23.16438,0.01451,912671.8181,15515,22.99678,0.07325,141531.6403,71,0
1.113500,1785530209.470233,23.23515,0.01451,912889.8017,15519,22.94546,0.07325,141507.1161,71,0
1.130500,1785530209.487233,23.14940,0.01451,912625.6870,15514,22.85071,0.07325,141461.8316,71,0
1.147500,1785530209.504233,23.03982,0.01451,912288.1498,15508,23.01128,0.07325,141538.5696,71,0
1.164500,1785530209.521233,23.06731,0.01451,912372.8473,15510,22.95940,0.07325,141513.7746,71,0
1.181500,1785530209.538233,23.04887,0.01451,912316.0497,15509,22.96397,0.07325,141515.9589,71,0
1.198500,1785530209.555233,23.07344,0.01451,912391.7214,15510,23.31481,0.07274,141683.6298,72,0
1.215500,1785530209.572233,22.97790,0.01452,912097.4425,15505,23.20984,0.07325,141633.4648,71,0
1.232500,1785530209.589233,23.17706,0.01451,912710.8840,15515,23.09662,0.07325,141579.3532,71,0
1.249500,1785530209.606233,22.99444,0.01452,912148.3965,15506,23.15293,0.07325,141606.2661,71,0
1.266500,1785530209.623233,23.03201,0.01451,912264.1195,15508,22.96891,0.07325,141518.3222,71,0
1.283500,1785530209.640233,23.09444,0.01451,912456.3945,15511,23.21487,0.07325,141635.8694,71,0
1.300500,1785530209.657233,23.03854,0.01451,912284.2228,15509,23.16756,0.07325,141613.2574,71,0
1.317500,1785530209.674233,22.97171,0.01452,912078.3672,15504,23.08202,0.07274,141572.3759,72,0
1.334500,1785530209.691233,23.02754,0.01451,912250.3391,15508,23.18619,0.07325,141622.1620,71,0
1.351500,1785530209.708233,23.06755,0.01451,912373.5697,15510,23.33757,0.07325,141694.5068,71,0
1.368500,1785530209.725233,23.01398,0.01451,912208.5744,15507,23.11504,0.07325,141588.1556,71,0
1.385500,1785530209.742233,23.04093,0.01451,912291.5901,15508,23.18631,0.07325,141622.2180,71,0
1.402500,1785530209.759233,23.05860,0.01451,912346.0163,15509,23.02547,0.07325,141545.3519,71,0
1.419500,1785530209.776233,23.10343,0.01451,912484.0860,15512,22.82272,0.07325,141448.4573,71,0
1.436500,1785530209.793233,23.14240,0.01451,912604.1163,15514,22.61519,0.07325,141349.2761,71,0
1.453500,1785530209.810233,23.06564,0.01451,912367.6792,15509,22.82118,0.07274,141447.7206,72,0
1.470500,1785530209.827233,23.03558,0.01451,912275.1182,15508,22.92144,0.07325,141495.6338,71,0
1.487500,1785530209.844233,23.14996,0.01451,912627.3918,15514,22.99728,0.07325,141531.8809,71,0
1.504500,1785530209.861233,23.09995,0.01451,912473.3551,15512,23.16230,0.07325,141610.7461,71,0
1.521500,1785530209.878233,23.05422,0.01451,912332.5081,15509,23.03521,0.07325,141550.0065,71,0
1.538500,1785530209.895233,23.13178,0.01451,912571.4204,15513,23.16713,0.07325,141613.0533,71,0
1.555500,1785530209.912233,23.12138,0.01451,912539.3598,15513,22.92590,0.07325,141497.7667,71,0
1.572500,1785530209.929233,23.01295,0.01451,912205.4143,15507,22.93769,0.07274,141503.4010,72,0
1.589500,1785530209.946233,23.06987,0.01451,912380.7054,15510,23.01628,0.07325,141540.9588,71,0
1.606500,1785530209.963233,23.06223,0.01451,912357.1943,15509,23.13386,0.07325,141597.1516,71,0
1.623500,1785530209.980233,23.04434,0.01451,912302.0904,15509,22.94055,0.07325,141504.7680,71,0
1.640500,1785530209.997233,23.05417,0.01451,912332.3717,15509,22.93626,0.07325,141502.7169,71,0
1.657500,1785530210.014233,23.07103,0.01451,912384.2896,15510,22.99255,0.07325,141529.6187,71,0
1.674500,1785530210.031233,23.01922,0.01451,912224.7139,15507,22.93108,0.07325,141500.2419,71,0
1.691500,1785530210.048233,22.99953,0.01452,912164.0750,15506,22.90943,0.07274,141489.8947,72,0
1.708500,1785530210.065233,23.13236,0.01451,912573.1873,15513,22.97831,0.07325,141522.8130,71,0
1.725500,1785530210.082233,23.08633,0.01451,912431.4186,15511,22.94076,0.07325,141504.8656,71,0
1.742500,1785530210.099233,23.08621,0.01451,912431.0466,15511,22.82723,0.07325,141450.6103,71,0
1.759500,1785530210.116233,23.08818,0.01451,912437.1076,15511,22.93612,0.07325,141502.6506,71,0
1.776500,1785530210.133233,23.12340,0.01451,912545.5901,15512,22.87940,0.07325,141475.5434,71,0
1.793500,1785530210.150233,23.16320,0.01451,912668.1747,15515,22.94031,0.07325,141504.6509,71,0
1.810500,1785530210.167233,23.14137,0.01451,912600.9546,15514,22.78946,0.07325,141432.5617,71,0
1.827500,1785530210.184233,23.16388,0.01451,912670.2916,15515,22.81188,0.07274,141443.2723,72,0
1.844500,1785530210.201233,23.13882,0.01451,912593.0902,15513,23.03529,0.07325,141550.0423,71,0
1.861500,1785530210.218233,23.12316,0.01451,912544.8714,15513,22.95900,0.07325,141513.5856,71,0
1.878500,1785530210.235233,23.07020,0.01451,912381.7379,15510,22.84184,0.07325,141457.5914,71,0
1.895500,1785530210.252233,23.09770,0.01451,912466.4394,15511,23.35188,0.07325,141701.3455,71,0
1.912500,1785530210.269233,23.05148,0.01451,912324.0883,15509,22.96862,0.07325,141518.1837,71,0
1.929500,1785530210.286233,23.08918,0.01451,912440.1831,15511,22.88423,0.07325,141477.8499,71,0
1.946500,1785530210.303233,23.11820,0.01451,912529.5844,15512,22.94206,0.07274,141505.4891,72,0
1.963500,1785530210.320233,23.09119,0.01451,912446.3728,15511,23.13426,0.07325,141597.3411,71,0
1.980500,1785530210.337233,23.11193,0.01451,912510.2659,15513,23.20985,0.07325,141633.4700,71,0
1.997500,1785530210.354233,23.09450,0.01451,912456.5929,15511,23.26668,0.07325,141660.6282,71,0
2.014500,1785530210.371233,23.14232,0.01451,912603.8700,15513,23.08713,0.07325,141574.8217,71,0
2.031500,1785530210.388233,23.13256,0.01451,912573.8091,15514,23.19587,0.07325,141626.7853,71,0
2.048500,1785530210.405233,23.15966,0.01451,912657.2913,15514,23.31383,0.07325,141683.1623,71,0
2.065500,1785530210.422233,23.11461,0.01451,912518.5317,15513,23.05866,0.07274,141561.2147,72,0
2.082500,1785530210.439233,23.13296,0.01451,912575.0426,15513,23.57956,0.07325,141810.1581,71,0
2.099500,1785530210.456233,23.09173,0.01451,912448.0407,15511,22.86049,0.07325,141466.5063,71,0
2.116500,1785530210.473233,23.02977,0.01451,912257.1983,15508,23.13421,0.07325,141597.3208,71,0
2.133500,1785530210.490233,23.07229,0.01451,912388.1823,15510,23.06807,0.07325,141565.7123,71,0
2.150500,1785530210.507233,23.05429,0.01451,912332.7438,15509,23.10122,0.07325,141581.5522,71,0
2.167500,1785530210.524233,23.04664,0.01451,912309.1706,15508,23.20952,0.07325,141633.3115,71,0
2.184500,1785530210.541233,23.04304,0.01451,912298.0689,15509,23.33769,0.07325,141694.5627,71,0
2.201500,1785530210.558233,22.99072,0.01452,912136.9388,15506,23.23131,0.07274,141643.7268,72,0
2.218500,1785530210.575233,23.03385,0.01451,912269.7897,15507,23.25228,0.07325,141653.7441,71,0
2.235500,1785530210.592233,22.91207,0.01452,911894.6781,15502,22.93112,0.07325,141500.2625,71,0
2.252500,1785530210.609233,22.97549,0.01452,912090.0113,15505,22.94979,0.07325,141509.1821,71,0
2.269500,1785530210.626233,23.00955,0.01451,912194.9172,15507,22.96398,0.07325,141515.9641,71,0
2.286500,1785530210.643233,23.07167,0.01451,912386.2786,15510,22.85081,0.07325,141461.8778,71,0
2.303500,1785530210.660233,23.09674,0.01451,912463.4755,15511,22.92662,0.07325,141498.1088,71,0
2.320500,1785530210.677233,23.08536,0.01451,912428.4206,15511,23.02635,0.07274,141545.7712,72,0
2.337500,1785530210.694233,23.07507,0.01451,912396.7256,15510,23.21013,0.07325,141633.6036,71,0
2.354500,1785530210.711233,23.06433,0.01451,912363.6452,15509,23.22386,0.07325,141640.1647,71,0
2.371500,1785530210.728233,22.91882,0.01452,911915.4885,15502,22.95009,0.07325,141509.3244,71,0
2.388500,1785530210.745233,22.95783,0.01452,912035.6136,15504,22.94955,0.07325,141509.0700,71,0
2.405500,1785530210.762233,23.02503,0.01451,912242.5946,15508,22.99226,0.07325,141529.4816,71,0
2.422500,1785530210.779233,23.06654,0.01451,912370.4723,15510,23.03518,0.07325,141549.9909,71,0
2.439500,1785530210.796233,23.04813,0.01451,912313.7630,15508,23.01708,0.07274,141541.3398,72,0
2.456500,1785530210.813233,23.01711,0.01451,912218.2295,15507,22.89794,0.07325,141484.4025,71,0
2.473500,1785530210.830233,23.07165,0.01451,912386.1933,15510,23.09627,0.07325,141579.1896,71,0
2.490500,1785530210.847233,23.08467,0.01451,912426.2938,15511,22.90756,0.07325,141488.9995,71,0
2.507500,1785530210.864233,23.04617,0.01451,912307.7306,15509,22.91240,0.07325,141491.3118,71,0
2.524500,1785530210.881233,23.09228,0.01451,912449.7459,15511,22.94993,0.07325,141509.2482,71,0
2.541500,1785530210.898233,23.04480,0.01451,912303.5053,15508,22.87894,0.07325,141475.3243,71,0
2.558500,1785530210.915233,23.00299,0.01451,912174.7198,15507,22.81780,0.07325,141446.1041,71,0
2.575500,1785530210.932233,23.08650,0.01451,912431.9316,15510,23.16078,0.07274,141610.0158,72,0
2.592500,1785530210.949233,23.11416,0.01451,912517.1290,15513,23.12006,0.07325,141590.5591,71,0
2.609500,1785530210.966233,23.10283,0.01451,912482.2245,15511,23.29012,0.07325,141671.8287,71,0
2.626500,1785530210.983233,23.04772,0.01451,912312.5088,15509,23.29974,0.07325,141676.4272,71,0
2.643500,1785530211.000233,23.05775,0.01451,912343.3776,15509,23.00206,0.07325,141534.1615,71,0
2.660500,1785530211.017233,23.07714,0.01451,912403.0975,15511,23.03974,0.07325,141552.1694,71,0
2.677500,1785530211.034233,23.12421,0.01451,912548.1043,15512,22.88420,0.07325,141477.8354,71,0
2.694500,1785530211.051233,23.06755,0.01451,912373.5697,15510,22.95125,0.07274,141509.8821,72,0
2.711500,1785530211.068233,23.12593,0.01451,912553.4007,15513,22.85089,0.07325,141461.9194,71,0
2.728500,1785530211.085233,23.05431,0.01451,912332.7934,15509,22.84129,0.07325,141457.3311,71,0
2.745500,1785530211.102233,23.02027,0.01451,912227.9515,15507,22.94985,0.07325,141509.2130,71,0
2.762500,1785530211.119233,22.99182,0.01452,912140.3348,15506,22.91199,0.07325,141491.1178,71,0
2.779500,1785530211.136233,23.09257,0.01451,912450.6419,15511,22.95457,0.07325,141511.4683,71,0
2.796500,1785530211.153233,23.11579,0.01451,912522.1643,15512,23.16739,0.07325,141613.1756,71,0
2.813500,1785530211.170233,23.07967,0.01451,912410.9056,15511,23.21245,0.07274,141634.7089,72,0
2.830500,1785530211.187233,23.06056,0.01451,912352.0409,15509,23.37071,0.07325,141710.3462,71,0
2.847500,1785530211.204233,23.08048,0.01451,912413.3951,15511,23.06332,0.07325,141563.4419,71,0
2.864500,1785530211.221233,23.14841,0.01451,912622.6229,15514,23.26171,0.07325,141658.2548,71,0
2.881500,1785530211.238233,23.14740,0.01451,912619.5279,15514,23.03978,0.07325,141552.1899,71,0
2.898500,1785530211.255233,23.08221,0.01451,912418.7390,15510,23.24275,0.07325,141649.1914,71,0
2.915500,1785530211.272233,23.07532,0.01451,912397.4977,15510,23.24762,0.07325,141651.5191,71,0
2.932500,1785530211.289233,23.07910,0.01451,912409.1508,15511,23.15796,0.07325,141608.6694,71,0
2.949500,1785530211.306233,22.99369,0.01452,912146.0783,15506,23.12405,0.07274,141592.4646,72,0
2.966500,1785530211.323233,23.02858,0.01451,912253.5292,15507,22.96389,0.07325,141515.9232,71,0
2.983500,1785530211.340233,23.04329,0.01451,912298.8409,15509,22.92645,0.07325,141498.0269,71,0
3.000500,1785530211.357233,22.99109,0.01452,912138.0739,15506,23.19544,0.07325,141626.5807,71,0
3.017500,1785530211.374233,22.98307,0.01452,912113.3811,15505,23.14837,0.07325,141604.0869,71,0
3.034500,1785530211.391233,23.00701,0.01452,912187.0974,15506,23.26202,0.07325,141658.4027,71,0
3.051500,1785530211.408233,23.02183,0.01451,912232.7462,15508,23.26175,0.07325,141658.2707,71,0
3.068500,1785530211.425233,22.93362,0.01452,911961.0560,15503,23.10037,0.07274,141581.1468,72,0
3.085500,1785530211.442233,22.90810,0.01452,911882.4499,15501,22.77020,0.07325,141423.3557,71,0
3.102500,1785530211.459233,22.98540,0.01452,912120.5315,15505,23.25725,0.07325,141656.1220,71,0
3.119500,1785530211.476233,23.01471,0.01451,912210.8335,15507,23.37097,0.07325,141710.4695,71,0
3.136500,1785530211.493233,23.02148,0.01451,912231.6718,15508,22.89818,0.07325,141484.5196,71,0
3.153500,1785530211.510233,23.05684,0.01451,912340.5900,15509,23.16738,0.07325,141613.1703,71,0
3.170500,1785530211.527233,23.11955,0.01451,912533.7246,15512,23.17228,0.07325,141615.5128,71,0
3.187500,1785530211.544233,23.11263,0.01451,912512.4161,15512,23.11015,0.07274,141585.8209,72,0
3.204500,1785530211.561233,23.14433,0.01451,912610.0537,15514,22.91199,0.07325,141491.1176,71,0
3.221500,1785530211.578233,23.13720,0.01451,912588.1126,15514,22.81316,0.07325,141443.8855,71,0
3.238500,1785530211.595233,23.17855,0.01451,912715.4666,15515,22.99242,0.07325,141529.5584,71,0
3.255500,1785530211.612233,23.10383,0.01451,912485.3074,15512,23.04453,0.07325,141554.4610,71,0
3.272500,1785530211.629233,23.09230,0.01451,912449.7955,15511,22.90287,0.07325,141486.7591,71,0
3.289500,1785530211.646233,23.07486,0.01451,912396.0900,15510,22.83664,0.07325,141455.1065,71,0
3.306500,1785530211.663233,23.13657,0.01451,912586.1676,15514,22.91209,0.07325,141491.1641,71,0
3.323500,1785530211.680233,23.10636,0.01451,912493.1119,15512,23.09163,0.07274,141576.9709,72,0
3.340500,1785530211.697233,23.12734,0.01451,912557.7239,15512,22.88381,0.07325,141477.6510,71,0
3.357500,1785530211.714233,23.14802,0.01451,912621.4311,15514,23.17169,0.07325,141615.2314,71,0
3.374500,1785530211.731233,23.09162,0.01451,912447.7251,15512,23.17642,0.07325,141617.4920,71,0
3.391500,1785530211.748233,23.13756,0.01451,912589.2215,15513,23.20021,0.07325,141628.8619,71,0
3.408500,1785530211.765233,23.08775,0.01451,912435.8024,15511,23.12000,0.07325,141590.5280,71,0
3.425500,1785530211.782233,23.10984,0.01451,912503.8289,15512,23.05855,0.07325,141561.1605,71,0
3.442500,1785530211.799233,23.05916,0.01451,912347.7201,15509,23.26356,0.07274,141659.1390,72,0
3.459500,1785530211.816233,23.08345,0.01451,912422.5456,15511,23.08693,0.07325,141574.7250,71,0
3.476500,1785530211.833233,23.10398,0.01451,912485.7960,15511,23.23816,0.07325,141646.9981,71,0
3.493500,1785530211.850233,23.11008,0.01451,912504.5838,15512,23.30920,0.07325,141680.9482,71,0
3.510500,1785530211.867233,23.13310,0.01451,912575.4720,15514,23.17199,0.07325,141615.3752,71,0
3.527500,1785530211.884233,23.05228,0.01451,912326.5285,15509,22.92608,0.07325,141497.8537,71,0
3.544500,1785530211.901233,23.03013,0.01451,912258.3204,15507,23.08703,0.07325,141574.7710,71,0
3.561500,1785530211.918233,23.06569,0.01451,912367.8307,15510,22.98864,0.07274,141527.7514,72,0
3.578500,1785530211.935233,23.12344,0.01451,912545.7177,15513,23.01136,0.07325,141538.6059,71,0
3.595500,1785530211.952233,23.02686,0.01451,912248.2341,15507,23.06326,0.07325,141563.4114,71,0
3.612500,1785530211.969233,23.05352,0.01451,912330.3656,15509,22.77062,0.07325,141423.5551,71,0
3.629500,1785530211.986233,23.10259,0.01451,912481.4928,15512,22.78967,0.07325,141432.6580,71,0
3.646500,1785530212.003233,23.07041,0.01451,912382.3859,15510,23.09160,0.07325,141576.9545,71,0
3.663500,1785530212.020233,23.15337,0.01451,912637.9183,15514,23.01608,0.07325,141540.8616,71,0
3.680500,1785530212.037233,23.04360,0.01451,912299.7990,15509,23.00196,0.07325,141534.1161,71,0
3.697500,1785530212.054233,23.00965,0.01451,912195.2428,15507,23.07705,0.07274,141570.0007,72,0
3.714500,1785530212.071233,23.06007,0.01451,912350.5494,15509,23.10083,0.07325,141581.3684,71,0
3.731500,1785530212.088233,23.04349,0.01451,912299.4571,15508,22.99749,0.07325,141531.9818,71,0
3.748500,1785530212.105233,23.06438,0.01451,912363.8124,15510,22.88376,0.07325,141477.6257,71,0
3.765500,1785530212.122233,23.08554,0.01451,912428.9896,15511,22.82701,0.07325,141450.5033,71,0
3.782500,1785530212.139233,23.10398,0.01451,912485.7960,15511,22.83212,0.07325,141452.9477,71,0
3.799500,1785530212.156233,23.17398,0.01451,912701.3714,15516,23.18609,0.07325,141622.1157,71,0
3.816500,1785530212.173233,23.10912,0.01451,912501.5999,15512,23.09627,0.07274,141579.1890,72,0
3.833500,1785530212.190233,23.07941,0.01451,912410.1089,15510,23.03004,0.07325,141547.5358,71,0
3.850500,1785530212.207233,23.09696,0.01451,912464.1649,15512,22.86023,0.07325,141466.3793,71,0
3.867500,1785530212.224233,23.10803,0.01451,912498.2700,15511,22.95939,0.07325,141513.7703,71,0
3.884500,1785530212.241233,23.13714,0.01451,912587.9096,15514,23.03518,0.07325,141549.9909,71,0
3.901500,1785530212.258233,23.09684,0.01451,912463.8010,15511,23.03041,0.07325,141547.7146,71,0
3.918500,1785530212.275233,23.10656,0.01451,912493.7180,15512,23.10565,0.07325,141583.6697,71,0
3.935500,1785530212.292233,23.12633,0.01451,912554.6299,15513,23.22673,0.07274,141641.5378,72,0
3.952500,1785530212.309233,23.12797,0.01451,912559.6842,15513,23.13922,0.07325,141599.7140,71,0
3.969500,1785530212.326233,23.14933,0.01451,912625.4762,15514,22.89322,0.07325,141482.1467,71,0
3.986500,1785530212.343233,23.07640,0.01451,912400.8338,15510,22.94067,0.07325,141504.8246,71,0
4.003500,1785530212.360233,23.11334,0.01451,912514.6048,15512,23.00648,0.07325,141536.2740,71,0
4.020500,1785530212.377233,23.04809,0.01451,912313.6203,15509,22.91201,0.07325,141491.1274,71,0
4.037500,1785530212.394233,23.05563,0.01451,912336.8646,15509,23.12486,0.07325,141592.8510,71,0
4.054500,1785530212.411233,23.07225,0.01451,912388.0474,15510,23.04430,0.07325,141554.3486,71,0
4.071500,1785530212.428233,23.06960,0.01451,912379.8947,15510,23.05374,0.07274,141558.8598,72,0
4.088500,1785530212.445233,23.09279,0.01451,912451.3240,15511,22.95445,0.07325,141511.4123,71,0
4.105500,1785530212.462233,23.11583,0.01451,912522.2686,15513,22.84576,0.07325,141459.4642,71,0
4.122500,1785530212.479233,23.11834,0.01451,912530.0169,15512,22.77069,0.07325,141423.5904,71,0
4.139500,1785530212.496233,23.08873,0.01451,912438.8252,15511,22.88852,0.07325,141479.9014,71,0
4.156500,1785530212.513233,23.06959,0.01451,912379.8668,15510,22.96418,0.07325,141516.0611,71,0
4.173500,1785530212.530233,23.09528,0.01451,912458.9956,15511,22.94494,0.07325,141506.8650,71,0
4.190500,1785530212.547233,23.13078,0.01451,912568.3159,15513,23.06396,0.07274,141563.7471,72,0
4.207500,1785530212.564233,23.14907,0.01451,912624.6548,15514,23.01130,0.07325,141538.5805,71,0
4.224500,1785530212.581233,23.09085,0.01451,912445.3280,15511,22.85074,0.07325,141461.8472,71,0
4.241500,1785530212.598233,23.05668,0.01451,912340.1017,15509,22.90260,0.07325,141486.6327,71,0
4.258500,1785530212.615233,23.06980,0.01451,912380.5024,15510,22.81777,0.07325,141446.0890,71,0
4.275500,1785530212.632233,23.08028,0.01451,912412.7750,15511,22.82244,0.07325,141448.3193,71,0
4.292500,1785530212.649233,23.11110,0.01451,912507.7226,15512,22.79874,0.07325,141436.9963,71,0
4.309500,1785530212.666233,23.15229,0.01451,912634.5753,15514,22.92335,0.07274,141496.5474,72,0
4.326500,1785530212.683233,23.14388,0.01451,912608.6713,15514,22.95921,0.07325,141513.6830,71,0
4.343500,1785530212.700233,23.11799,0.01451,912528.9225,15512,22.90275,0.07325,141486.7035,71,0
4.360500,1785530212.717233,23.18456,0.01451,912733.9620,15516,22.86511,0.07325,141468.7156,71,0
4.377500,1785530212.734233,23.08688,0.01451,912433.1144,15511,22.89794,0.07325,141484.4019,71,0
4.394500,1785530212.751233,23.05098,0.01451,912322.5224,15509,22.89310,0.07325,141482.0906,71,0
4.411500,1785530212.768233,23.08505,0.01451,912427.4874,15511,22.89815,0.07325,141484.5040,71,0
4.428500,1785530212.785233,23.07237,0.01451,912388.4225,15510,22.93583,0.07325,141502.5126,71,0
4.445500,1785530212.802233,23.01417,0.01451,912209.1605,15507,22.88181,0.07274,141476.6958,72,0
4.462500,1785530212.819233,23.04339,0.01451,912299.1718,15508,22.89305,0.07325,141482.0651,71,0
4.479500,1785530212.836233,23.03996,0.01451,912288.5885,15508,22.80378,0.07325,141439.4047,71,0
4.496500,1785530212.853233,23.07365,0.01451,912392.3694,15510,22.92650,0.07325,141498.0531,71,0
4.513500,1785530212.870233,23.08431,0.01451,912425.2041,15511,23.03487,0.07325,141549.8418,71,0
4.530500,1785530212.887233,23.08950,0.01451,912441.1907,15511,22.95938,0.07325,141513.7648,71,0
