t_s,GR07_temp_c,GR07_sem_c,GR07_sigma_c,GR07_rate_hz,GR07_observable_ns,GR07_n,GR07_rejected,GR06_temp_c,GR06_sem_c,GR06_sigma_c,GR06_rate_hz,GR06_observable_ns,GR06_n,GR06_rejected
631.6075,22.838982,0.003431,2.313723,907185.709173,1102.377375,454789,0,22.826331,0.013429,0.615116,141111.535635,7086.623451,2098,0
633.1908,22.842009,0.003323,2.314352,907194.986957,1102.366137,485113,0,22.896446,0.012715,0.601526,141144.964485,7084.943700,2238,0
634.7604,22.726632,0.003413,2.300990,906841.363158,1102.795241,454617,0,22.905300,0.013200,0.604613,141149.185527,7084.732126,2098,0
636.3482,22.907772,0.003143,2.321886,907396.546123,1102.121702,545873,0,22.907118,0.012214,0.612910,141150.052284,7084.689436,2518,0
637.9391,22.882852,0.003228,2.317447,907320.166399,1102.214225,515505,0,22.972800,0.012960,0.631864,141181.367129,7083.119899,2377,0
639.5243,22.734376,0.003204,2.299723,906865.097200,1102.766306,515246,0,22.870296,0.012646,0.616675,141132.497011,7085.571068,2378,0
641.1083,22.704798,0.003406,2.296563,906774.445677,1102.876370,454584,0,22.906633,0.013508,0.618717,141149.821044,7084.701621,2098,0
642.6944,22.861064,0.003229,2.317941,907253.388153,1102.295383,515466,0,22.907698,0.012702,0.619403,141150.328702,7084.676198,2378,0
644.2814,22.815877,0.003221,2.312046,907114.894577,1102.463337,515387,0,22.928126,0.012581,0.613360,141160.068075,7084.186790,2377,0
645.8672,22.826802,0.003224,2.314630,907148.379153,1102.422792,515407,0,22.830380,0.012612,0.615012,141113.466154,7086.526493,2378,0
647.4501,22.775963,0.003423,2.308125,906992.561420,1102.611811,454693,0,22.850915,0.012883,0.590093,141123.256824,7086.032412,2098,0
649.0356,22.815128,0.003427,2.310693,907112.597558,1102.466051,454753,0,22.960191,0.013556,0.620904,141175.355767,7083.420400,2098,0
650.6271,22.810059,0.003221,2.312600,907097.062697,1102.485042,515378,0,22.935578,0.012567,0.612684,141163.621126,7084.008414,2377,0
652.2136,22.879807,0.003326,2.316985,907310.834653,1102.225535,485176,0,22.852451,0.012837,0.607168,141123.988762,7085.997318,2237,0
653.7992,22.696686,0.003109,2.296174,906749.582273,1102.906590,545486,0,22.805543,0.011933,0.598655,141101.624942,7087.119587,2517,0
655.3906,22.848422,0.003226,2.316047,907214.640927,1102.342353,515444,0,22.834154,0.012516,0.610343,141115.265579,7086.435660,2378,0
656.9746,22.846439,0.003431,2.314080,907208.562516,1102.349625,454801,0,22.766408,0.013153,0.602326,141082.966659,7088.057225,2097,0
658.5602,22.866242,0.003330,2.319209,907269.260063,1102.276173,485153,0,22.854532,0.012983,0.614173,141124.981338,7085.948168,2238,0
660.1443,22.827932,0.003436,2.317061,907151.842347,1102.418724,454772,0,22.766099,0.013193,0.604279,141082.819133,7088.064824,2098,0
661.7299,22.903657,0.003439,2.319669,907383.932006,1102.136895,454888,0,22.841476,0.013510,0.618823,141118.756542,7086.261201,2098,0
663.3111,22.857758,0.003134,2.315275,907243.254820,1102.307541,545781,0,22.831633,0.012286,0.616369,141114.063590,7086.496623,2517,0
664.9003,22.875490,0.003327,2.317705,907297.602327,1102.241652,485169,0,22.938639,0.012664,0.598951,141165.080291,7083.933840,2237,0
666.4898,22.844169,0.003223,2.314208,907201.607197,1102.358084,515437,0,22.975807,0.012530,0.610874,141182.801109,7083.045856,2377,0
668.0791,22.837101,0.003223,2.313817,907179.944451,1102.384386,515425,0,22.932638,0.012635,0.616019,141162.219293,7084.079091,2377,0
669.6662,22.740458,0.003204,2.300172,906883.738357,1102.743664,515257,0,22.886182,0.012659,0.617312,141140.070736,7085.190917,2378,0
671.2525,22.755286,0.003212,2.305352,906929.184929,1102.688702,515282,0,22.898245,0.012265,0.597950,141145.822192,7084.900294,2377,0
672.8402,22.962172,0.003236,2.323737,907563.277519,1101.919332,515642,0,22.915934,0.012411,0.605219,141154.255505,7084.477712,2378,0
674.4250,22.847294,0.003221,2.312833,907211.184922,1102.346367,515442,0,22.971959,0.012281,0.598762,141180.966321,7083.136727,2377,0
676.0141,22.920053,0.003236,2.323740,907434.185219,1102.076095,515568,0,22.907681,0.012616,0.615240,141150.320554,7084.676198,2378,0
677.6027,22.799585,0.003215,2.308226,907064.959363,1102.523810,515359,0,22.973444,0.012397,0.604551,141181.674173,7083.101766,2378,0
679.1875,22.716971,0.003200,2.296918,906811.754830,1102.831015,515216,0,22.913227,0.012228,0.596293,141152.964685,7084.541632,2378,0
680.7773,22.934737,0.003146,2.324210,907479.190789,1102.021465,545923,0,22.894545,0.012165,0.610306,141144.057890,7084.990068,2517,0
682.3595,22.844686,0.003224,2.314992,907203.190024,1102.356206,515437,0,22.845785,0.012358,0.602635,141120.811047,7086.156434,2378,0
683.9461,22.849262,0.003327,2.317030,907217.215730,1102.339282,485125,0,22.838438,0.012986,0.614176,141117.307911,7086.333482,2237,0
685.5336,22.813784,0.003219,2.311263,907108.478868,1102.471090,515384,0,22.865360,0.012560,0.612499,141130.143598,7085.688814,2378,0
687.1262,22.823259,0.003220,2.311735,907137.517648,1102.435825,515400,0,22.879891,0.012123,0.591193,141137.071202,7085.338940,2378,0
688.7166,22.761906,0.003209,2.303777,906949.477418,1102.663939,515294,0,22.782807,0.012142,0.591970,141090.785111,7087.663441,2377,0
690.3034,22.816534,0.003219,2.310987,907116.908307,1102.460829,515389,0,22.975046,0.012674,0.618033,141182.438282,7083.064760,2378,0
691.8891,22.874384,0.003437,2.317816,907294.212058,1102.245777,454843,0,22.797511,0.013443,0.615742,141097.795203,7087.313632,2098,0
693.4765,22.906729,0.003142,2.321329,907393.349054,1102.125553,545872,0,22.788145,0.011911,0.597675,141093.330153,7087.536140,2518,0
695.0478,22.827121,0.003222,2.313172,907149.357050,1102.421519,515407,0,22.861567,0.012378,0.603497,141128.335372,7085.778713,2377,0
696.6362,22.830975,0.003222,2.313228,907161.169117,1102.407168,515414,0,22.846633,0.012380,0.603712,141121.215033,7086.136249,2378,0
698.2192,22.727156,0.003202,2.298673,906842.971405,1102.793152,515233,0,22.894963,0.012289,0.599280,141144.257455,7084.978974,2378,0
699.8030,22.813080,0.003432,2.314273,907106.320533,1102.473887,454750,0,22.821724,0.013361,0.611858,141109.339271,7086.733429,2097,0
701.3902,22.818164,0.003427,2.311198,907121.903116,1102.454770,454757,0,22.961015,0.013221,0.605421,141175.748830,7083.399142,2097,0
702.9767,22.821441,0.003321,2.313244,907131.947239,1102.442682,485080,0,23.048520,0.013181,0.623567,141217.468034,7081.308311,2238,0
704.5612,22.769117,0.003209,2.303434,906971.577650,1102.637051,515306,0,22.888152,0.012671,0.617901,141141.010006,7085.143818,2378,0
706.1469,22.767878,0.003212,2.305649,906967.779491,1102.641796,515304,0,22.866791,0.012685,0.618562,141130.825580,7085.655172,2378,0
707.7302,22.782336,0.003216,2.308759,907012.091812,1102.588105,515330,0,22.840990,0.012269,0.598315,141118.524802,7086.270816,2378,0
709.3090,22.794095,0.003217,2.309192,907048.132812,1102.544319,515349,0,22.830654,0.012580,0.613452,141113.596900,7086.519765,2378,0
710.8935,22.893098,0.003438,2.318791,907351.569392,1102.176155,454872,0,22.844941,0.013307,0.609492,141120.408609,7086.177312,2098,0
712.4780,22.716389,0.003411,2.299810,906809.970681,1102.833351,454601,0,22.916358,0.013538,0.620083,141154.457895,7084.469018,2098,0
714.0693,22.742107,0.003207,2.302169,906888.793758,1102.737631,515260,0,22.903308,0.013226,0.644941,141148.235947,7084.783852,2378,0
715.6545,22.893751,0.003442,2.321378,907353.571776,1102.173873,454873,0,22.977009,0.013133,0.601557,141183.373863,7083.016206,2098,0
717.2370,22.906648,0.003232,2.320703,907393.099316,1102.125820,515545,0,22.825283,0.012307,0.599999,141111.036356,7086.647034,2377,0
718.8209,23.001455,0.003241,2.327761,907683.676184,1101.773400,515710,0,22.860449,0.012599,0.614363,141127.802099,7085.806560,2378,0
720.4073,22.920695,0.003443,2.322316,907436.152451,1102.073623,454914,0,22.810400,0.013399,0.613747,141103.940404,7087.004766,2098,0
721.9844,23.130112,0.003338,2.325895,908078.003190,1101.294842,485585,0,22.801653,0.012765,0.603725,141099.770347,7087.213232,2237,0
723.5704,23.034839,0.003238,2.325314,907785.998423,1101.649067,515768,0,22.906657,0.012420,0.605657,141149.832530,7084.699748,2378,0
725.1606,22.979481,0.003235,2.323338,907616.327643,1101.854900,515672,0,22.822540,0.012643,0.616384,141109.728299,7086.714346,2377,0
726.7450,23.105606,0.003443,2.323186,908002.891551,1101.385788,455198,0,22.863571,0.013270,0.607832,141129.290601,7085.731173,2098,0
728.3321,22.961649,0.003336,2.324343,907561.675330,1101.921312,485310,0,22.899884,0.012726,0.602054,141146.603363,7084.861483,2238,0
729.9203,22.944672,0.003144,2.322898,907509.639889,1101.984412,545941,0,22.878059,0.012073,0.605707,141136.197879,7085.384188,2517,0
731.5119,23.013358,0.003239,2.326417,907720.159796,1101.729038,515732,0,22.867470,0.012363,0.602745,141131.149393,7085.637358,2377,0
733.1008,23.030028,0.003240,2.327166,907771.252858,1101.667070,515760,0,22.861939,0.012122,0.591019,141128.512490,7085.768616,2377,0
734.6859,23.155529,0.003338,2.325834,908155.902734,1101.200370,485627,0,22.958955,0.013027,0.616292,141174.766344,7083.449508,2238,0
736.2734,23.070587,0.003239,2.326068,907895.561268,1101.516163,515831,0,22.963877,0.012674,0.617933,141177.112997,7083.331931,2377,0
737.8584,22.944996,0.003145,2.323917,907510.635873,1101.983262,545943,0,23.086680,0.012025,0.603305,141235.661311,7080.394120,2517,0
739.4480,22.936432,0.003238,2.324884,907484.386564,1102.015194,515597,0,23.070842,0.012598,0.614339,141228.110499,7080.773759,2378,0
741.0373,23.017744,0.003341,2.327520,907733.602382,1101.712786,485401,0,22.873306,0.012766,0.603929,141133.931953,7085.497766,2238,0
742.6249,23.053180,0.003150,2.328034,907842.211636,1101.581010,546142,0,22.849895,0.012155,0.609935,141122.770191,7086.058777,2518,0
744.2131,22.998562,0.003238,2.325046,907674.809844,1101.784004,515705,0,22.828633,0.012311,0.600341,141112.633412,7086.566863,2378,0
745.7946,22.996788,0.003445,2.324161,907669.374751,1101.790551,455031,0,22.845801,0.013635,0.624555,141120.818299,7086.158246,2098,0
747.3661,23.137567,0.003340,2.327318,908100.851337,1101.267215,485597,0,22.816014,0.012992,0.614632,141106.617036,7086.870420,2238,0
748.9563,23.073552,0.003449,2.326915,907904.649272,1101.505186,455149,0,22.883504,0.013371,0.612433,141138.793761,7085.254528,2098,0
750.5423,23.122105,0.003235,2.323886,908053.462362,1101.324490,515921,0,22.549631,0.012626,0.615718,140979.614715,7093.254836,2378,0
752.1271,23.081649,0.003240,2.326724,907929.467812,1101.475064,515850,0,22.881273,0.012710,0.619811,141137.730098,7085.308663,2378,0
753.7155,23.118984,0.003241,2.328090,908043.896454,1101.336336,515915,0,22.911530,0.012179,0.593906,141152.155657,7084.582002,2378,0
755.3021,23.041716,0.003240,2.326897,907807.075797,1101.623581,515781,0,22.884937,0.012053,0.587778,141139.477271,7085.217830,2378,0
756.8814,23.025751,0.003448,2.325805,907758.143099,1101.682901,455076,0,22.810812,0.013048,0.597644,141104.136789,7086.993327,2098,0
758.4692,23.069207,0.003237,2.325160,907891.333044,1101.521241,515829,0,22.828084,0.012375,0.603477,141112.371648,7086.580320,2378,0
760.0552,22.976092,0.003337,2.324715,907605.942971,1101.867588,485332,0,22.833033,0.012991,0.614552,141114.731206,7086.462913,2238,0
761.6452,22.951063,0.003233,2.321164,907529.228346,1101.960525,515623,0,22.805538,0.012743,0.621391,141101.622497,7087.121951,2378,0
763.2342,22.921946,0.003143,2.322083,907439.988460,1102.068950,545900,0,22.919571,0.012081,0.606199,141155.989329,7084.390786,2518,0
764.8242,23.006101,0.003146,2.324670,907697.917823,1101.755933,546055,0,22.798523,0.012000,0.602023,141098.277759,7087.288041,2517,0
766.4107,22.997715,0.003340,2.326877,907672.213585,1101.787262,485368,0,22.826851,0.012676,0.599672,141111.783697,7086.609473,2238,0
767.9991,23.031961,0.003241,2.327320,907777.175651,1101.659891,515764,0,22.916859,0.012510,0.609905,141154.696645,7084.456037,2377,0
769.5876,22.970692,0.003239,2.326022,907589.391236,1101.887759,515657,0,22.735090,0.012409,0.604993,141068.035155,7088.807741,2377,0
771.1761,22.945958,0.003233,2.321512,907513.583617,1101.979543,515614,0,22.873128,0.012531,0.610940,141133.846882,7085.502735,2377,0
772.7613,23.100418,0.003338,2.325621,907986.992861,1101.405215,485537,0,22.856364,0.013186,0.623811,141125.854736,7085.905273,2238,0
774.3517,22.961137,0.003237,2.324307,907560.104169,1101.923218,515640,0,22.857088,0.012477,0.608292,141126.199700,7085.886411,2377,0
775.9397,22.920720,0.003231,2.320228,907436.231131,1102.073406,515571,0,22.884837,0.012718,0.620036,141139.429289,7085.223391,2377,0
777.5286,22.897470,0.003141,2.320609,907364.971852,1102.159980,545855,0,22.781376,0.011871,0.595572,141090.102994,7087.698053,2517,0
779.1133,23.060522,0.003341,2.327719,907864.713446,1101.553688,485472,0,22.777352,0.012964,0.613176,141088.184469,7087.796156,2237,0
780.6939,23.129050,0.003148,2.327005,908074.747572,1101.298855,546281,0,22.813274,0.012172,0.610805,141105.310519,7086.935663,2518,0
782.2767,23.011083,0.003443,2.322339,907713.185434,1101.737266,455053,0,22.670615,0.013447,0.615780,141037.295758,7090.353839,2097,0
783.8604,23.334964,0.003424,2.311084,908705.858133,1100.533042,455551,0,22.830118,0.013244,0.606648,141113.341203,7086.531935,2098,0
785.4454,23.230080,0.003334,2.323633,908384.396407,1100.923240,485750,0,22.849969,0.013134,0.621196,141122.805648,7086.058114,2237,0
787.0337,23.187903,0.003238,2.326263,908255.126338,1101.080090,516035,0,22.797101,0.012702,0.619433,141097.599998,7087.323802,2378,0
788.6200,23.073964,0.003243,2.329183,907905.912905,1101.503785,515837,0,22.804344,0.012324,0.600841,141101.053345,7087.148507,2377,0
790.2147,22.815913,0.003216,2.309022,907115.003799,1102.463030,515388,0,22.841660,0.012100,0.590051,141118.843964,7086.253995,2378,0
791.7986,22.939039,0.003339,2.325722,907492.377143,1102.005539,485272,0,22.829998,0.012738,0.602589,141113.284178,7086.534406,2238,0
793.3853,22.909272,0.003440,2.320205,907401.142549,1102.116022,454897,0,22.865515,0.014024,0.642219,141130.217238,7085.688126,2097,0
794.9737,22.967778,0.003450,2.327079,907580.458792,1101.898665,454987,0,22.776025,0.013488,0.617814,141087.551535,7087.828408,2098,0
796.5644,22.984403,0.003237,2.324699,907631.415186,1101.836663,515681,0,22.797230,0.012586,0.613642,141097.661253,7087.320151,2377,0
798.1477,22.954578,0.003333,2.321862,907540.002234,1101.947484,485297,0,22.784244,0.013117,0.620520,141091.470388,7087.631814,2238,0
799.7312,22.988994,0.003241,2.327430,907645.485671,1101.819740,515689,0,22.809737,0.012665,0.617628,141103.624408,7087.021026,2378,0
801.3185,23.030358,0.003447,2.325058,907772.262696,1101.665722,455082,0,22.802728,0.013249,0.606853,141100.282876,7087.187798,2098,0
802.9099,23.036761,0.003151,2.328605,907791.888809,1101.642110,546112,0,22.833435,0.012134,0.608862,141114.922648,7086.452740,2518,0
804.4914,22.967667,0.003338,2.325162,907580.119736,1101.898965,485319,0,22.815823,0.012669,0.599217,141106.525735,7086.873491,2237,0
806.0789,22.914040,0.003233,2.321682,907415.755203,1102.098359,515559,0,22.816215,0.012645,0.616504,141106.712900,7086.865797,2377,0
807.6622,23.024274,0.003147,2.325501,907753.617012,1101.688377,546089,0,22.941188,0.012265,0.615347,141166.295991,7083.874454,2517,0
809.2503,23.034685,0.003239,2.326198,907785.525779,1101.649692,515769,0,22.799731,0.012448,0.606877,141098.853980,7087.259571,2377,0
810.8336,22.942779,0.003337,2.324322,907503.839175,1101.991539,485279,0,22.762968,0.012685,0.600098,141081.326476,7088.139410,2238,0
812.4203,22.988626,0.003237,2.324345,907644.357415,1101.820930,515688,0,22.831784,0.012479,0.608404,141114.135583,7086.492217,2377,0
814.0028,23.023708,0.003238,2.325386,907751.880263,1101.690478,515750,0,22.863389,0.012541,0.611552,141129.203674,7085.735913,2378,0
815.5933,22.958373,0.003239,2.325667,907551.634173,1101.933581,515636,0,22.887868,0.012408,0.604969,141140.874433,7085.149348,2377,0
817.1790,22.951945,0.003333,2.321844,907531.934034,1101.957280,485294,0,22.855079,0.012719,0.601715,141125.241777,7085.933870,2238,0
818.7671,23.273786,0.003228,2.318853,908518.351754,1100.760634,516185,0,22.780885,0.012371,0.603155,141089.868775,7087.710560,2377,0
820.3551,23.319266,0.003432,2.316404,908657.746825,1100.591622,455527,0,22.791493,0.012764,0.584621,141094.926225,7087.454719,2098,0
821.9433,23.190794,0.003233,2.322248,908263.989716,1101.069111,516040,0,22.798065,0.012549,0.611800,141098.059528,7087.299958,2377,0
823.5290,22.986880,0.003340,2.326761,907639.005393,1101.827568,485351,0,22.849132,0.012855,0.608160,141122.406577,7086.076854,2238,0
825.1179,23.028426,0.003149,2.327330,907766.342259,1101.673039,546096,0,22.802051,0.011728,0.588373,141099.960039,7087.202225,2517,0
826.7014,22.848573,0.003225,2.315401,907215.105637,1102.341751,515445,0,22.736064,0.012365,0.602867,141068.499742,7088.784182,2377,0
828.2753,23.008920,0.003145,2.324266,907706.556345,1101.745424,546061,0,22.798542,0.012092,0.606663,141098.286846,7087.288041,2517,0
829.8608,23.007769,0.003337,2.324696,907703.030605,1101.749729,485385,0,22.792994,0.012827,0.606823,141095.641781,7087.420912,2238,0
831.4479,22.991239,0.003240,2.326663,907652.364724,1101.811345,515692,0,22.731337,0.012610,0.614798,141066.246041,7088.898612,2377,0
833.0337,22.950860,0.003443,2.322460,907528.607160,1101.961355,454961,0,22.850623,0.013668,0.625898,141123.117600,7086.042918,2097,0
834.6252,22.991477,0.003241,2.327573,907653.094914,1101.810511,515693,0,22.805519,0.012575,0.613093,141101.613414,7087.121582,2377,0
836.2093,22.940364,0.003334,2.322545,907496.436949,1102.000425,485275,0,22.857383,0.012851,0.607823,141126.340464,7085.879303,2237,0
837.7852,22.937029,0.003446,2.324091,907486.217245,1102.012925,454940,0,22.902878,0.013028,0.596740,141148.030624,7084.789323,2098,0
839.3744,23.038311,0.003241,2.327607,907796.639152,1101.636287,515775,0,22.811117,0.012541,0.611534,141104.282276,7086.987384,2378,0
840.9619,23.224785,0.003140,2.321089,908368.168921,1100.942761,546459,0,22.883260,0.012183,0.611226,141138.677866,7085.260230,2517,0
842.5534,23.038870,0.003341,2.328069,907798.350417,1101.634237,485435,0,22.833939,0.012897,0.609997,141115.163225,7086.440769,2237,0
844.1375,22.950227,0.003335,2.323541,907526.666473,1101.963774,485290,0,22.821191,0.012743,0.602860,141109.085173,7086.745308,2238,0
845.7296,22.949621,0.003144,2.322828,907524.810958,1101.965986,545951,0,22.894286,0.012195,0.611807,141143.934284,7084.996424,2517,0
847.3163,23.132600,0.003242,2.328910,908085.626556,1101.285772,515939,0,22.801812,0.012379,0.603654,141099.846154,7087.209420,2378,0
848.8941,22.938023,0.003333,2.322068,907489.263235,1102.009108,485270,0,22.795674,0.012793,0.605229,141096.919617,7087.356568,2238,0
850.4807,22.864759,0.003436,2.317579,907264.714430,1102.281601,454828,0,22.805702,0.012970,0.594057,141101.700384,7087.115348,2098,0
852.0709,22.843293,0.003135,2.316202,907198.922185,1102.361463,545755,0,22.909463,0.012372,0.620713,141151.170402,7084.634088,2517,0
853.6519,22.973458,0.003237,2.324264,907597.867778,1101.877365,515661,0,22.656802,0.012792,0.623667,141030.709928,7090.685738,2377,0
855.2387,23.039728,0.003239,2.326387,907800.982629,1101.630945,515777,0,22.875689,0.012683,0.618330,141135.068103,7085.442154,2377,0
856.8153,22.896676,0.003437,2.317831,907362.536197,1102.162778,454878,0,22.834807,0.013616,0.623678,141115.576901,7086.421354,2098,0
858.4071,22.935068,0.003235,2.322532,907480.204585,1102.020136,515595,0,22.886437,0.012530,0.611033,141140.192226,7085.184188,2378,0
859.9934,22.988934,0.003238,2.325083,907645.300046,1101.819829,515688,0,22.753053,0.012278,0.598719,141076.599260,7088.376787,2378,0
861.5844,22.945480,0.003446,2.324608,907512.118798,1101.981501,454952,0,22.825979,0.013256,0.607161,141111.368009,7086.631077,2098,0
863.1743,23.365867,0.003217,2.311380,908800.576180,1100.418355,516346,0,22.798037,0.012409,0.605001,141098.046212,7087.299958,2377,0
864.7611,22.999917,0.003240,2.326565,907678.964958,1101.779049,515707,0,22.815767,0.012513,0.610067,141106.499147,7086.875894,2377,0
866.3469,23.062205,0.003341,2.327537,907869.870781,1101.547420,485474,0,22.874111,0.012823,0.606495,141134.315518,7085.478766,2237,0
867.9281,22.952388,0.003239,2.325840,907533.291570,1101.955863,515625,0,22.772211,0.012568,0.612863,141085.733390,7087.919260,2378,0
869.5162,22.947322,0.003234,2.322207,907517.762986,1101.974508,515616,0,22.743715,0.012633,0.616023,141072.147341,7088.602187,2378,0
871.1042,23.054118,0.003239,2.326149,907845.086881,1101.577411,515802,0,22.860864,0.012569,0.612935,141128.000239,7085.796468,2378,0
872.6927,23.042069,0.003150,2.327934,907808.156741,1101.622329,546121,0,22.842109,0.012233,0.613721,141119.058488,7086.245530,2517,0
874.2818,23.030225,0.003238,2.325315,907771.854338,1101.666232,515760,0,22.818992,0.012576,0.613280,141108.036683,7086.798991,2378,0
875.8641,23.109291,0.003451,2.328212,908014.187852,1101.372378,455204,0,22.777824,0.013736,0.629149,141088.409270,7087.786463,2098,0
877.4411,23.153610,0.003240,2.327290,908150.021948,1101.207586,515975,0,22.840297,0.012865,0.627234,141118.194348,7086.290282,2377,0
879.0305,23.117376,0.003238,2.325789,908038.966280,1101.342182,515912,0,22.819475,0.012880,0.628080,141108.267179,7086.788898,2378,0
880.6120,23.084857,0.003450,2.327558,907939.299814,1101.463185,455166,0,22.842935,0.012790,0.585849,141119.451858,7086.223070,2098,0
882.1994,22.974240,0.003448,2.325674,907600.266056,1101.874535,454997,0,22.865010,0.013298,0.609079,141129.976724,7085.696854,2098,0
883.7854,22.969729,0.003235,2.323022,907586.439769,1101.891168,515656,0,22.877802,0.012702,0.619300,141136.075698,7085.391670,2377,0
885.3749,23.008111,0.003243,2.328710,907704.078833,1101.748690,515721,0,22.859698,0.012358,0.602648,141127.444169,7085.823381,2378,0
886.9594,23.109905,0.003241,2.328095,908016.068708,1101.370090,515899,0,22.837143,0.012565,0.612583,141116.690446,7086.364325,2377,0
888.5481,23.152409,0.003144,2.324005,908146.341645,1101.211857,546325,0,22.876859,0.012051,0.604586,141135.625945,7085.412793,2517,0
890.1351,22.961914,0.003235,2.322945,907562.485706,1101.920247,515642,0,22.917670,0.012652,0.616967,141155.082973,7084.437342,2378,0
891.7251,23.073248,0.003240,2.326986,907903.719118,1101.506319,515835,0,22.831417,0.012175,0.593715,141113.960598,7086.499579,2378,0
893.3119,23.118932,0.003341,2.328005,908043.737605,1101.336524,485567,0,22.875029,0.012938,0.611939,141134.753498,7085.457309,2237,0
894.8929,23.078258,0.003238,2.325940,907919.074583,1101.487628,515844,0,22.798969,0.012146,0.592149,141098.490517,7087.276399,2377,0
896.4830,23.031398,0.003241,2.327702,907775.450465,1101.662007,515762,0,22.789264,0.012846,0.626439,141093.863613,7087.512195,2378,0
898.0730,23.019028,0.003240,2.326789,907737.538682,1101.707966,515741,0,22.777842,0.012629,0.615838,141088.417994,7087.784693,2378,0
899.6521,23.030210,0.003237,2.324748,907771.810648,1101.666252,515761,0,22.844490,0.012747,0.621456,141120.193315,7086.189314,2377,0
901.2338,23.061588,0.003242,2.328272,907867.979513,1101.549757,515815,0,22.894387,0.012219,0.595853,141143.982713,7084.992431,2378,0
