t_s,GR07_temp_c,GR07_sem_c,GR07_sigma_c,GR07_rate_hz,GR07_observable_ns,GR07_n,GR07_rejected,GR06_temp_c,GR06_sem_c,GR06_sigma_c,GR06_rate_hz,GR06_observable_ns,GR06_n,GR06_rejected
313.2352,23.593024,0.003360,2.268621,909496.795137,1099.573513,455948,0,22.935167,0.013556,0.620917,141163.425195,7084.019066,2098,0
314.8152,23.311292,0.003428,2.313432,908633.306229,1100.621055,455515,0,23.036204,0.013339,0.610977,141211.596019,7081.601525,2098,0
316.3944,23.285659,0.003437,2.319604,908554.741830,1100.716588,455475,0,23.036785,0.013036,0.597113,141211.873104,7081.586273,2098,0
317.9737,23.279027,0.003434,2.317599,908534.417681,1100.741096,455466,0,22.872973,0.013283,0.608413,141133.772931,7085.506196,2098,0
319.5519,23.475440,0.003401,2.295781,909136.408895,1100.010953,455768,0,23.008557,0.013025,0.596587,141198.414978,7082.261201,2098,0
321.1328,23.162898,0.003447,2.325844,908178.488866,1101.172983,455287,0,22.988397,0.013501,0.618384,141188.803440,7082.745472,2098,0
322.7140,23.308872,0.003431,2.315802,908625.890167,1100.630176,455511,0,22.990721,0.013146,0.602134,141189.911669,7082.688275,2098,0
324.2978,23.309535,0.003431,2.315335,908627.920511,1100.627689,455512,0,22.922023,0.013153,0.602445,141157.158526,7084.331745,2098,0
325.8766,23.214689,0.003444,2.323942,908337.224373,1100.980433,455366,0,22.937154,0.013107,0.600337,141164.372612,7083.969495,2098,0
327.4593,23.271358,0.003439,2.320713,908510.911818,1100.769757,455453,0,23.065017,0.013041,0.597340,141225.333257,7080.911344,2098,0
329.0399,23.299938,0.003223,2.315641,908598.506413,1100.663339,516231,0,23.024971,0.012607,0.614785,141206.240618,7081.870479,2378,0
330.6184,23.151301,0.003446,2.324884,908142.944205,1101.216028,455269,0,23.076375,0.013214,0.605233,141230.748352,7080.640610,2098,0
332.1951,23.235456,0.003445,2.325016,908400.873966,1100.903350,455398,0,23.022649,0.013343,0.611174,141205.133453,7081.925643,2098,0
333.7739,23.320912,0.003429,2.314631,908662.790748,1100.585410,455530,0,22.970822,0.013299,0.609139,141180.424311,7083.164919,2098,0
335.3548,23.203907,0.003440,2.321096,908304.178417,1101.020325,455349,0,22.999745,0.013066,0.598319,141194.213649,7082.472103,2097,0
336.9312,23.330575,0.003429,2.314215,908692.407301,1100.549514,455544,0,22.951106,0.013100,0.599879,141171.024221,7083.635670,2097,0
338.5172,23.125015,0.003448,2.326544,908062.381351,1101.313827,455229,0,22.920179,0.013518,0.619155,141156.279477,7084.377502,2098,0
340.0928,23.221642,0.003444,2.324378,908358.534589,1100.954629,455377,0,22.995641,0.013022,0.596476,141192.257232,7082.570067,2098,0
341.6719,23.172964,0.003240,2.327090,908209.341614,1101.135647,516009,0,23.046072,0.012585,0.613686,141216.300855,7081.365854,2378,0
343.2470,23.267053,0.003439,2.321022,908497.717651,1100.785762,455446,0,23.070548,0.013612,0.623463,141227.970452,7080.781697,2098,0
344.8319,23.445905,0.003406,2.299413,909045.885116,1100.120705,455722,0,23.254836,0.013229,0.605944,141315.832449,7076.377502,2098,0
346.4109,23.117489,0.003450,2.328043,908039.313877,1101.341892,455217,0,23.172657,0.013510,0.618829,141276.652302,7078.341277,2098,0
347.9888,23.234292,0.003233,2.322599,908397.307533,1100.907532,516116,0,23.087436,0.012561,0.612407,141236.021720,7080.376946,2377,0
349.5638,23.291722,0.003433,2.316586,908573.326505,1100.693898,455485,0,23.062987,0.013277,0.608127,141224.365620,7080.960915,2098,0
351.1389,23.254761,0.003440,2.321294,908460.043301,1100.831429,455428,0,22.933523,0.013290,0.608743,141162.641286,7084.057197,2098,0
352.7278,23.203361,0.003444,2.324178,908302.505287,1101.022532,455348,0,22.963731,0.012880,0.589977,141177.043406,7083.332698,2098,0
354.3086,23.281951,0.003227,2.318340,908543.376774,1100.730284,516199,0,22.906353,0.012306,0.600076,141149.687754,7084.706476,2378,0
355.8912,23.308269,0.003324,2.316768,908624.041156,1100.632472,485878,0,22.913257,0.012801,0.605466,141152.979174,7084.541797,2237,0
357.4651,23.394038,0.003415,2.305428,908886.916002,1100.313474,455642,0,22.952201,0.013452,0.616174,141171.546643,7083.611058,2098,0
359.0486,23.304169,0.003435,2.318188,908611.476030,1100.647775,455504,0,22.983019,0.013723,0.628556,141186.239586,7082.875119,2098,0
360.6265,23.364984,0.003216,2.310981,908797.868830,1100.421610,516344,0,23.003252,0.012338,0.601683,141195.885794,7082.388562,2378,0
362.1989,23.370876,0.003419,2.307880,908815.928353,1100.399564,455607,0,22.916645,0.013368,0.612297,141154.594498,7084.461392,2098,0
363.7776,23.313674,0.003427,2.313099,908640.608221,1100.612191,455518,0,22.937473,0.013110,0.600477,141164.524804,7083.961868,2098,0
365.3542,23.277101,0.003439,2.320744,908528.511699,1100.748434,455463,0,23.013799,0.012919,0.591735,141200.914367,7082.135367,2098,0
366.9332,23.317922,0.003431,2.315770,908653.625723,1100.596578,455525,0,22.948297,0.013428,0.614924,141169.684989,7083.704340,2097,0
368.5140,23.401059,0.003413,2.303898,908908.436601,1100.287333,455653,0,23.062365,0.013360,0.611933,141224.068721,7080.976168,2098,0
370.0933,23.212853,0.003442,2.322454,908331.598360,1100.987166,455364,0,22.976435,0.013473,0.617098,141183.100313,7083.031459,2098,0
371.6732,23.322798,0.003434,2.317506,908668.570450,1100.578576,455532,0,22.888088,0.013180,0.603701,141140.979663,7085.143947,2098,0
373.2547,23.304497,0.003434,2.317627,908612.478595,1100.646528,455504,0,23.056316,0.013422,0.614780,141221.184692,7081.121068,2098,0
374.8330,23.374408,0.003420,2.308386,908826.752478,1100.386487,455612,0,22.973907,0.012737,0.583405,141181.895046,7083.088656,2098,0
376.4039,23.485413,0.003398,2.293794,909166.974592,1099.973856,455783,0,23.086069,0.013012,0.595991,141235.370007,7080.408008,2098,0
377.9861,23.354759,0.003427,2.312813,908766.528730,1100.459667,455582,0,23.093424,0.013099,0.599986,141238.876830,7080.232602,2098,0
379.5555,23.320132,0.003225,2.317523,908660.401491,1100.588472,516266,0,23.085977,0.012271,0.598388,141235.326502,7080.410429,2378,0
381.1354,23.393878,0.003414,2.304269,908886.425767,1100.314001,455642,0,23.191743,0.013139,0.601797,141285.752188,7077.883699,2098,0
382.7114,23.338294,0.003424,2.310957,908716.065697,1100.520672,455557,0,23.099969,0.013118,0.600839,141241.997232,7080.076263,2098,0
384.2924,23.457446,0.003106,2.297089,909081.258347,1100.077764,546888,0,22.879468,0.012034,0.603853,141136.869767,7085.350278,2518,0
385.8718,23.428978,0.003411,2.302372,908994.004612,1100.183666,455696,0,22.891840,0.013336,0.610708,141142.768266,7085.054840,2097,0
387.4467,23.352516,0.003425,2.311783,908759.654507,1100.467932,455579,0,22.864319,0.013009,0.595864,141129.647263,7085.712107,2098,0
389.0229,23.294752,0.003433,2.317033,908582.610887,1100.682676,455490,0,22.930513,0.013387,0.613199,141161.206343,7084.129647,2098,0
390.6097,23.360472,0.003424,2.311132,908784.038069,1100.438367,455591,0,22.977954,0.013076,0.598943,141183.824738,7082.993327,2098,0
392.1863,23.328274,0.003428,2.313392,908685.354515,1100.558009,455541,0,22.907250,0.013406,0.614036,141150.115507,7084.686368,2098,0
393.7681,23.377869,0.003419,2.307559,908837.361447,1100.373594,455618,0,22.953966,0.013510,0.618799,141172.387713,7083.569113,2098,0
395.3506,23.339357,0.003215,2.310215,908719.322664,1100.516685,516299,0,22.937846,0.012304,0.599988,141164.702634,7083.952902,2378,0
396.9260,23.350771,0.003424,2.310856,908754.307738,1100.474353,455576,0,22.960586,0.013480,0.617273,141175.543914,7083.410587,2097,0
398.5007,23.409989,0.003417,2.306860,908935.806943,1100.254370,455667,0,22.844650,0.013451,0.616089,141120.269794,7086.184938,2098,0
400.0759,23.358208,0.003421,2.308940,908777.100392,1100.446641,455587,0,22.882916,0.013632,0.624388,141138.513867,7085.269781,2098,0
401.6560,23.351747,0.003429,2.314379,908757.297173,1100.470937,455577,0,22.933229,0.013419,0.614651,141162.501054,7084.064824,2098,0
403.2441,23.275910,0.003437,2.319850,908524.862292,1100.752804,455460,0,22.971445,0.013218,0.605454,141180.721168,7083.149666,2098,0
404.8241,23.193725,0.003238,2.325769,908272.971402,1101.058427,516045,0,22.914909,0.012901,0.629110,141153.766661,7084.504626,2378,0
406.4087,22.908995,0.003142,2.321215,907400.294270,1102.117111,545876,0,22.834593,0.011957,0.600021,141115.474862,7086.424146,2518,0
407.9860,22.926075,0.003441,2.321095,907452.641935,1102.053526,454923,0,23.014084,0.013584,0.622191,141201.050002,7082.131554,2098,0
409.5670,22.982881,0.003445,2.323603,907626.749736,1101.842263,455010,0,23.073366,0.013329,0.610527,141229.313686,7080.713060,2098,0
411.1519,22.930327,0.003233,2.321698,907465.675620,1102.037732,515587,0,23.003116,0.013053,0.636513,141195.820931,7082.395290,2378,0
412.7393,22.975334,0.003233,2.321639,907603.619525,1101.870230,515665,0,23.098386,0.012395,0.604315,141241.242676,7080.114430,2377,0
414.3269,23.045051,0.003243,2.328772,907817.295099,1101.611288,515786,0,23.065344,0.012549,0.611933,141225.488980,7080.904962,2378,0
415.9130,22.956969,0.003143,2.322178,907547.330420,1101.938604,545964,0,23.064869,0.011932,0.598720,141225.262890,7080.915012,2518,0
417.4955,22.836170,0.003225,2.315451,907177.089727,1102.387949,515423,0,23.140555,0.012678,0.618098,141261.347252,7079.108119,2377,0
419.0786,22.878167,0.003227,2.317168,907305.807416,1102.231653,515496,0,22.988310,0.012179,0.593909,141188.761882,7082.745164,2378,0
420.6687,22.847500,0.003221,2.312204,907211.816573,1102.345563,515443,0,22.998817,0.012673,0.617978,141193.771543,7082.496215,2378,0
422.2502,22.863488,0.003230,2.318920,907260.817144,1102.286414,515471,0,22.995329,0.012340,0.601653,141192.108263,7082.578040,2377,0
423.8354,22.820529,0.003221,2.312568,907129.153003,1102.446038,515395,0,23.058324,0.012727,0.620495,141222.142304,7081.073622,2377,0
425.4213,22.876853,0.003435,2.316530,907301.782074,1102.236506,454847,0,23.085216,0.013564,0.621289,141234.963385,7080.430887,2098,0
427.0025,22.929001,0.003442,2.321292,907461.611261,1102.042644,454928,0,22.967817,0.013424,0.614854,141178.991809,7083.237369,2098,0
428.5868,22.909770,0.003439,2.319802,907402.669144,1102.114144,454898,0,23.037196,0.013528,0.619625,141212.069151,7081.578646,2098,0
430.1714,23.014887,0.003241,2.327570,907724.846963,1101.723416,515734,0,23.044806,0.012585,0.613705,141215.697153,7081.396131,2378,0
431.7566,22.963648,0.003446,2.324681,907567.800228,1101.913895,454980,0,23.082371,0.012855,0.588815,141233.607070,7080.495710,2098,0
433.3443,23.006608,0.003146,2.324637,907699.469865,1101.754047,546056,0,23.068894,0.012747,0.639629,141227.181923,7080.822875,2518,0
434.9338,22.899731,0.003438,2.319033,907371.901071,1102.151472,454883,0,23.066676,0.013380,0.612865,141226.124022,7080.873213,2098,0
436.5247,22.941443,0.003236,2.323641,907499.745743,1101.996470,515606,0,23.001523,0.012352,0.602228,141195.061581,7082.429954,2377,0
438.1095,23.110351,0.003149,2.327532,908017.435487,1101.368399,546247,0,23.184472,0.012125,0.608292,141282.285502,7078.058006,2517,0
439.6954,23.116119,0.003448,2.326293,908035.114969,1101.346883,455214,0,23.115312,0.013251,0.606964,141249.312050,7079.710200,2098,0
441.2813,22.943138,0.003141,2.321178,907504.938936,1101.990021,545940,0,23.090286,0.012104,0.607252,141237.380839,7080.308304,2517,0
442.8695,22.964708,0.003237,2.324404,907571.049009,1101.909935,515647,0,23.120250,0.012603,0.614593,141251.666606,7079.592935,2378,0
444.4534,23.077152,0.003451,2.327948,907915.681866,1101.491861,455155,0,23.209592,0.012957,0.593476,141294.261626,7077.456625,2098,0
446.0401,22.942790,0.003443,2.322036,907503.872153,1101.991366,454948,0,23.155208,0.013245,0.606689,141268.333254,7078.756911,2098,0
447.6261,23.031874,0.003450,2.327131,907776.907915,1101.660205,455086,0,23.124363,0.013014,0.596082,141253.627374,7079.492850,2098,0
449.2105,22.927132,0.003234,2.322484,907455.881263,1102.049672,515581,0,23.109818,0.012529,0.610968,141246.692754,7079.841884,2378,0
450.7926,22.983600,0.003238,2.325452,907628.953515,1101.839695,515679,0,23.128113,0.012450,0.606970,141255.415535,7079.404291,2377,0
452.3781,22.942575,0.003442,2.321344,907503.212791,1101.992127,454949,0,23.070977,0.013349,0.611454,141228.174811,7080.770257,2098,0
453.9645,22.907946,0.003145,2.323271,907397.080078,1102.121134,545874,0,23.202497,0.012410,0.622626,141290.879156,7077.628923,2517,0
455.5522,23.010779,0.003240,2.326423,907712.254547,1101.738633,515727,0,23.173081,0.012736,0.621044,141276.854455,7078.331371,2378,0
457.1389,22.880262,0.003137,2.317712,907312.229973,1102.223882,545824,0,23.163346,0.012267,0.615424,141272.212984,7078.563369,2517,0
458.7287,22.986698,0.003445,2.323994,907638.446954,1101.828085,455016,0,23.159791,0.012999,0.595397,141270.518357,7078.646330,2098,0
460.3079,22.924809,0.003235,2.322719,907448.762945,1102.058331,515577,0,23.066445,0.012505,0.609667,141226.013930,7080.878418,2377,0
461.8922,22.846644,0.003224,2.314380,907209.191967,1102.348878,515441,0,23.161406,0.012804,0.624374,141271.288206,7078.610597,2378,0
463.4669,22.963556,0.003450,2.327046,907567.518737,1101.914374,454981,0,22.966068,0.012944,0.592751,141178.157506,7083.277062,2097,0
465.0514,22.894272,0.003443,2.322169,907355.169977,1102.171977,454874,0,23.013407,0.013380,0.612839,141200.727242,7082.146806,2098,0
466.6376,22.931046,0.003234,2.322436,907467.879790,1102.035098,515588,0,22.878393,0.012138,0.591784,141136.357119,7085.374842,2377,0
468.2253,23.237590,0.003232,2.321924,908407.413243,1100.895246,516122,0,22.993919,0.012328,0.601056,141191.436205,7082.611695,2377,0
469.8116,22.958431,0.003145,2.323475,907551.812025,1101.933238,545967,0,23.014950,0.012328,0.618483,141201.463244,7082.110449,2517,0
471.3989,23.053649,0.003241,2.327816,907843.649632,1101.579252,515801,0,23.029304,0.012623,0.615411,141208.306513,7081.766933,2377,0
472.9791,22.898119,0.003444,2.322946,907366.958158,1102.157703,454880,0,23.003017,0.013245,0.606670,141195.773730,7082.394662,2098,0
474.5535,22.891208,0.003233,2.320934,907345.778105,1102.183314,515519,0,23.030357,0.012256,0.597556,141208.808506,7081.740008,2377,0
476.1344,22.976362,0.003445,2.323534,907606.770453,1101.866514,455000,0,23.040178,0.013274,0.608016,141213.490911,7081.506196,2098,0
477.7245,22.895294,0.003140,2.320149,907358.300906,1102.168057,545851,0,23.068937,0.012322,0.618325,141227.202155,7080.819698,2518,0
479.3087,22.966253,0.003149,2.327103,907575.785076,1101.904341,545982,0,22.969801,0.012237,0.614043,141179.937512,7083.189833,2518,0
480.8955,22.873210,0.003226,2.316051,907290.616471,1102.250043,515487,0,22.991592,0.012650,0.616760,141190.326477,7082.668910,2377,0
482.4781,22.901850,0.003440,2.319985,907378.393988,1102.143640,454886,0,22.986240,0.013052,0.597830,141187.774914,7082.795043,2098,0
484.0635,22.824239,0.003131,2.313323,907140.521678,1102.432266,545720,0,22.978498,0.011898,0.597024,141184.083969,7082.980143,2518,0
485.6497,22.879104,0.003432,2.314747,907308.680197,1102.228022,454850,0,23.063618,0.013343,0.610997,141224.666317,7080.946113,2097,0
487.2380,22.885350,0.003226,2.316154,907327.824839,1102.204846,515508,0,23.035956,0.012658,0.617282,141211.477765,7081.608074,2378,0
488.8255,22.977452,0.003147,2.325434,907610.108695,1101.862572,546002,0,23.016871,0.012445,0.624466,141202.378924,7082.065131,2518,0
490.4118,23.034294,0.003239,2.325871,907784.325237,1101.651130,515768,0,22.991349,0.012606,0.614720,141190.210709,7082.674516,2378,0
491.9979,22.993020,0.003237,2.324907,907657.825610,1101.804614,515696,0,22.926544,0.012411,0.605084,141159.314147,7084.223812,2377,0
493.5845,22.934459,0.003231,2.320359,907478.340697,1102.022273,515594,0,22.965001,0.012375,0.603457,141177.648997,7083.303616,2378,0
495.1742,22.876432,0.003138,2.318507,907300.490058,1102.238190,545816,0,22.975086,0.012099,0.607130,141182.457033,7083.062748,2518,0
496.7609,22.912797,0.003139,2.319561,907411.947537,1102.102861,545883,0,23.036136,0.011923,0.598192,141211.563548,7081.601907,2517,0
498.3488,22.865881,0.003439,2.319390,907268.153235,1102.277528,454830,0,22.941593,0.012979,0.594476,141166.488925,7083.862726,2098,0
499.9336,22.917201,0.003234,2.321856,907425.445213,1102.086600,515564,0,23.012027,0.012602,0.614557,141200.069333,7082.179983,2378,0
501.5204,22.873708,0.003439,2.319564,907292.141483,1102.248394,454842,0,22.978182,0.013436,0.615432,141183.933070,7082.989514,2098,0
503.1046,22.803608,0.003217,2.309283,907077.289193,1102.508884,515367,0,22.957359,0.012445,0.606770,141174.005620,7083.486748,2377,0
504.6900,22.901657,0.003440,2.319988,907377.803820,1102.144357,454885,0,22.946156,0.013511,0.618849,141168.664136,7083.755958,2098,0
506.2765,22.907441,0.003232,2.320861,907395.531203,1102.122876,515546,0,23.015560,0.012682,0.618425,141201.753735,7082.095879,2378,0
507.8622,22.903003,0.003141,2.320542,907381.929069,1102.139379,545865,0,22.978136,0.012079,0.606132,141183.911553,7082.989674,2518,0
509.4485,23.030062,0.003450,2.327263,907771.354455,1101.666952,455082,0,23.044300,0.013294,0.608788,141215.456213,7081.407725,2097,0
511.0354,22.960947,0.003238,2.325222,907559.521893,1101.923978,515640,0,22.980919,0.012504,0.609771,141185.238402,7082.923465,2378,0
512.6163,22.967070,0.003338,2.325175,907578.291040,1101.901186,485318,0,22.947801,0.012889,0.609623,141169.448490,7083.715691,2237,0
514.2038,22.839907,0.003221,2.312521,907188.542461,1102.373863,515430,0,23.014041,0.012313,0.600322,141201.029648,7082.130416,2377,0
515.7884,22.942636,0.003233,2.321368,907503.399861,1101.991901,515608,0,23.041518,0.012462,0.607566,141214.129624,7081.474127,2377,0
517.3731,22.848269,0.003225,2.315599,907214.172531,1102.342897,515444,0,22.981800,0.012937,0.630730,141185.658302,7082.904501,2377,0
518.9587,22.952091,0.003447,2.324892,907532.379866,1101.956915,454963,0,22.978721,0.012910,0.591337,141184.190223,7082.974261,2098,0
520.5399,22.955621,0.003234,2.322609,907543.198792,1101.943646,515631,0,23.038888,0.012685,0.618470,141212.875979,7081.538073,2377,0
522.1255,22.916147,0.003229,2.318835,907422.215200,1102.090348,515562,0,23.089228,0.012369,0.603067,141236.876101,7080.333193,2377,0
523.7127,22.920968,0.003230,2.319529,907436.989889,1102.072444,515571,0,23.121761,0.012415,0.605424,141252.386920,7079.555929,2378,0
525.2996,23.016475,0.003336,2.324398,907729.712734,1101.717325,485399,0,23.034105,0.013029,0.616231,141210.595608,7081.652213,2237,0
526.8855,22.970067,0.003236,2.324031,907587.475353,1101.889969,515655,0,22.996953,0.012495,0.609294,141192.882576,7082.539950,2378,0
528.4733,23.003231,0.003241,2.327286,907689.121632,1101.766762,515714,0,22.968841,0.012586,0.613777,141179.479628,7083.212784,2378,0
530.0582,22.893451,0.003230,2.319346,907352.652975,1102.174871,515523,0,22.938209,0.012356,0.602427,141164.875365,7083.944468,2377,0
531.6442,22.989984,0.003237,2.324754,907648.519761,1101.815901,515691,0,22.970831,0.012270,0.598210,141180.428511,7083.163652,2377,0
533.2311,22.949650,0.003235,2.322623,907524.899664,1101.965866,515620,0,22.964208,0.012217,0.595636,141177.270774,7083.321834,2377,0
534.8193,23.016938,0.003450,2.327416,907731.130527,1101.715780,455063,0,22.942781,0.013368,0.612314,141167.055490,7083.836034,2098,0
536.4044,22.909057,0.003232,2.320762,907400.484213,1102.116854,515550,0,22.959169,0.012748,0.621664,141174.868658,7083.444912,2378,0
537.9938,22.962725,0.003238,2.324833,907564.971662,1101.917338,515644,0,22.984829,0.012360,0.602731,141187.102238,7082.829268,2378,0
539.5844,22.855130,0.003225,2.315522,907235.199849,1102.317342,515456,0,22.934032,0.012213,0.595584,141162.884048,7084.043734,2378,0
541.1750,22.871484,0.003138,2.317998,907285.324485,1102.256585,545807,0,22.851831,0.012373,0.620731,141123.693176,7086.013508,2517,0
542.7633,23.012907,0.003242,2.328085,907718.777316,1101.730813,515730,0,23.014382,0.012609,0.614764,141201.192184,7082.123685,2377,0
544.3539,22.905978,0.003230,2.319481,907391.047959,1102.128241,515545,0,22.952295,0.012451,0.607035,141171.591331,7083.607909,2377,0
545.9418,22.992548,0.003242,2.327986,907656.379239,1101.806548,515695,0,23.015759,0.012461,0.607513,141201.848849,7082.090029,2377,0
547.5236,23.002611,0.003449,2.326462,907687.220040,1101.769023,455040,0,23.019152,0.013400,0.613778,141203.466183,7082.009533,2098,0
549.1111,22.794085,0.003215,2.307818,907048.103547,1102.544275,515350,0,23.093729,0.012322,0.600902,141239.022270,7080.225399,2378,0
550.6964,22.997552,0.003237,2.324637,907671.713952,1101.787739,515704,0,22.985977,0.012471,0.608151,141187.649520,7082.802355,2378,0
552.2848,22.876368,0.003138,2.317972,907300.295615,1102.238395,545816,0,23.015712,0.011983,0.601279,141201.826319,7082.090548,2518,0
553.8675,22.856749,0.003227,2.317174,907240.162715,1102.311408,515459,0,22.957330,0.012298,0.599585,141173.991600,7083.486748,2377,0
555.4545,22.776907,0.003422,2.307220,906995.453915,1102.608242,454694,0,23.025039,0.013335,0.610793,141206.273281,7081.868446,2098,0
557.0411,22.708868,0.003295,2.294491,906786.918601,1102.861081,484895,0,23.005938,0.012771,0.604013,141197.166516,7082.324542,2237,0
558.6243,22.721107,0.003201,2.297678,906824.430205,1102.815643,515223,0,22.959534,0.012463,0.607739,141175.042383,7083.434819,2378,0
560.2102,22.792909,0.003212,2.305730,907044.497151,1102.548538,515348,0,22.889875,0.012148,0.592412,141141.831639,7085.100084,2378,0
561.8003,22.881667,0.003137,2.317561,907316.536588,1102.218641,545826,0,22.906384,0.012258,0.614976,141149.702596,7084.707191,2517,0
563.3881,22.843939,0.003226,2.316032,907200.902155,1102.359047,515437,0,23.070354,0.012338,0.601524,141227.877644,7080.784182,2377,0
564.9745,22.825005,0.003428,2.311431,907142.871707,1102.429300,454768,0,23.051458,0.013875,0.635520,141218.868917,7081.239276,2098,0
566.5664,22.860129,0.003226,2.316467,907250.523146,1102.298779,515465,0,23.064025,0.012289,0.599246,141224.860429,7080.935240,2378,0
568.1541,22.830304,0.003223,2.313639,907159.111848,1102.409692,515412,0,23.005283,0.012645,0.616634,141196.853975,7082.341463,2378,0
569.7451,22.932901,0.003233,2.321261,907473.563657,1102.028127,515591,0,22.946238,0.012409,0.605001,141168.703389,7083.752629,2377,0
571.3264,23.077395,0.003449,2.326576,907916.427357,1101.490877,455155,0,22.996390,0.012757,0.584301,141192.614249,7082.551001,2098,0
572.9125,22.952788,0.003235,2.323212,907534.516917,1101.954223,515626,0,23.010341,0.012615,0.615166,141199.265575,7082.220353,2378,0
574.5023,22.836823,0.003132,2.313825,907179.091074,1102.385423,545743,0,22.987163,0.012049,0.604592,141188.215020,7082.773630,2518,0
576.0868,22.909911,0.003332,2.320832,907403.101060,1102.113679,485224,0,23.029846,0.012660,0.598767,141208.564703,7081.752347,2237,0
577.6713,22.882404,0.003142,2.321677,907318.793500,1102.216138,545827,0,23.048124,0.012042,0.604156,141217.279203,7081.315852,2517,0
579.2610,22.821939,0.003220,2.311461,907133.473654,1102.440723,515398,0,23.077410,0.012365,0.602979,141231.242017,7080.615643,2378,0
580.8524,22.958600,0.003234,2.322293,907552.328808,1101.932542,515636,0,22.967941,0.012308,0.600198,141179.050761,7083.232969,2378,0
582.4361,22.894587,0.003230,2.319284,907356.134697,1102.170638,515524,0,22.937867,0.012755,0.621868,141164.712482,7083.954565,2377,0
584.0226,22.917907,0.003232,2.320667,907427.608329,1102.083904,515565,0,22.992559,0.012330,0.601275,141190.787909,7082.644239,2378,0
585.6046,22.952162,0.003144,2.322958,907532.597448,1101.956539,545956,0,22.948505,0.012011,0.602717,141169.784144,7083.698173,2518,0
587.1924,22.947322,0.003237,2.324107,907517.764424,1101.974617,515616,0,23.047710,0.012453,0.607127,141217.081810,7081.326041,2377,0
588.7812,22.926222,0.003232,2.320939,907453.092235,1102.052970,515579,0,23.041275,0.012522,0.610618,141214.013988,7081.480235,2378,0
590.3737,22.936480,0.003235,2.322975,907484.534794,1102.014903,515598,0,23.010802,0.012997,0.633670,141199.485413,7082.211191,2377,0
591.9601,22.840770,0.003133,2.314176,907191.187461,1102.370744,545751,0,23.012610,0.012402,0.622307,141200.347405,7082.166799,2518,0
593.5434,22.915505,0.003440,2.319863,907420.247923,1102.092797,454907,0,23.053419,0.013290,0.608752,141219.803946,7081.189704,2098,0
595.1335,22.898238,0.003232,2.320520,907367.325868,1102.157116,515531,0,23.117194,0.012776,0.622881,141250.209386,7079.666807,2377,0
596.7174,22.895153,0.003231,2.320165,907357.869962,1102.168581,515526,0,23.031845,0.012658,0.617145,141209.517937,7081.706353,2377,0
598.3040,22.902366,0.003234,2.322115,907379.977801,1102.141840,515538,0,23.040337,0.012752,0.621858,141213.566688,7081.503785,2378,0
599.8870,22.976471,0.003445,2.323877,907607.101621,1101.866132,455001,0,22.989646,0.013361,0.611992,141189.398921,7082.714967,2098,0
601.4736,22.933851,0.003233,2.321644,907476.475941,1102.024612,515593,0,22.977113,0.012459,0.607573,141183.423529,7083.014298,2378,0
603.0631,22.887442,0.003438,2.318722,907334.236296,1102.197207,454863,0,22.928956,0.013581,0.622050,141160.464143,7084.167779,2098,0
604.6470,22.845760,0.003135,2.315636,907206.482721,1102.352243,545760,0,22.925757,0.012786,0.641463,141158.938605,7084.246325,2517,0
606.2356,23.241044,0.003440,2.321687,908417.999789,1100.882402,455407,0,22.995470,0.013240,0.606289,141192.175754,7082.575107,2097,0
607.8228,23.219120,0.003234,2.323593,908350.806634,1100.963950,516089,0,22.972731,0.012626,0.615569,141181.334407,7083.119899,2377,0
609.4099,23.215018,0.003146,2.325538,908338.232378,1100.979304,546441,0,22.979891,0.012214,0.612895,141184.748145,7082.948372,2518,0
610.9969,22.928319,0.003234,2.322289,907459.519739,1102.045242,515583,0,22.969367,0.012405,0.604914,141179.730411,7083.199327,2378,0
612.5824,22.967417,0.003147,2.325608,907579.351749,1101.899924,545984,0,22.838363,0.012225,0.613431,141117.272358,7086.335187,2518,0
614.1643,23.148086,0.003240,2.327232,908133.092173,1101.228112,515966,0,22.900498,0.012551,0.612023,141146.895992,7084.847771,2378,0
615.7467,23.191173,0.003445,2.324734,908265.149231,1101.067850,455330,0,22.795905,0.013377,0.612705,141097.029962,7087.351764,2098,0
617.3345,22.922643,0.003144,2.322625,907442.123084,1102.066389,545901,0,22.857120,0.012272,0.615667,141126.215023,7085.886373,2517,0
618.9178,22.935377,0.003445,2.323948,907481.153018,1102.019066,454937,0,22.844092,0.013025,0.596614,141120.003866,7086.196378,2098,0
620.5027,22.901156,0.003232,2.320258,907376.266785,1102.146240,515536,0,22.806644,0.012651,0.616946,141102.149525,7087.095038,2378,0
622.0915,22.979977,0.003147,2.325630,907617.850011,1101.853185,546007,0,22.902821,0.011977,0.601025,141148.003497,7084.791104,2518,0
623.6776,22.957253,0.003144,2.323284,907548.200802,1101.937611,545965,0,22.909127,0.012297,0.617082,141151.009993,7084.641779,2518,0
625.2650,22.857174,0.003226,2.315869,907241.464564,1102.309751,515460,0,23.004901,0.012141,0.592058,141196.672027,7082.348192,2378,0
626.8512,22.858384,0.003228,2.317630,907245.173489,1102.305346,515461,0,22.905289,0.012609,0.614871,141149.180349,7084.733389,2378,0
628.4338,22.846062,0.003433,2.315335,907207.409299,1102.351099,454800,0,22.955294,0.013783,0.631309,141173.020835,7083.538608,2098,0
630.0238,22.863013,0.003135,2.316144,907259.361278,1102.288022,545792,0,22.924564,0.012466,0.625564,141158.370011,7084.273233,2518,0
